"stage1","prov_cdc"
"stage1","AIJA"
"stage1","ANTONIO RAIMONDI"
"stage1","ASUNCION"
"stage1","BOLOGNESI"
"stage1","CARHUAZ"
"stage1","CARLOS FERMIN FITZCARRALD"
"stage1","CASMA"
"stage1","CORONGO"
"stage1","HUARAZ"
"stage1","HUARI"
"stage1","HUARMEY"
"stage1","HUAYLAS"
"stage1","MARISCAL LUZURIAGA"
"stage1","OCROS"
"stage1","PALLASCA"
"stage1","POMABAMBA"
"stage1","RECUAY"
"stage1","SANTA"
"stage1","SIHUAS"
"stage1","YUNGAY"
