"dpt_cdc","prov_cdc","n","pob","y1","ylog","x1","sd","id","y__cascade","y_se__cascade","y_ranef__cascade"
"ANCASH","POMABAMBA",1,27375,3.65296803652968e-05,-10.2146517072477,31,165.227919926175,"988",-10.2146517072477,165.227919926175,"988"
"ANCASH","POMABAMBA",1,27375,3.65296803652968e-05,-10.2146517072477,32,165.227919926175,"989",-10.2146517072477,165.227919926175,"989"
"ANCASH","POMABAMBA",3,27375,0.00010958904109589,-9.11786109452572,33,95.4813124572627,"990",-9.11786109452572,95.4813124572627,"990"
"ANCASH","POMABAMBA",1,27375,3.65296803652968e-05,-10.2146517072477,34,165.227919926175,"991",-10.2146517072477,165.227919926175,"991"
"ANCASH","POMABAMBA",2,27375,7.30593607305936e-05,-9.52287047244324,37,116.913604180755,"992",-9.52287047244324,116.913604180755,"992"
"ANCASH","POMABAMBA",1,27375,3.65296803652968e-05,-10.2146517072477,39,165.227919926175,"993",-10.2146517072477,165.227919926175,"993"
"ANCASH","POMABAMBA",1,27375,3.65296803652968e-05,-10.2146517072477,48,165.227919926175,"994",-10.2146517072477,165.227919926175,"994"
"ANCASH","POMABAMBA",1,27375,3.65296803652968e-05,-10.2146517072477,49,165.227919926175,"995",-10.2146517072477,165.227919926175,"995"
"ANCASH","POMABAMBA",1,27375,3.65296803652968e-05,-10.2146517072477,50,165.227919926175,"996",-10.2146517072477,165.227919926175,"996"
"ANCASH","POMABAMBA",1,27375,3.65296803652968e-05,-10.2146517072477,52,165.227919926175,"997",-10.2146517072477,165.227919926175,"997"
"ANCASH","POMABAMBA",1,27375,3.65296803652968e-05,-10.2146517072477,53,165.227919926175,"998",-10.2146517072477,165.227919926175,"998"
"ANCASH","POMABAMBA",1,27375,3.65296803652968e-05,-10.2146517072477,54,165.227919926175,"999",-10.2146517072477,165.227919926175,"999"
"ANCASH","POMABAMBA",2,27375,7.30593607305936e-05,-9.52287047244324,55,116.913604180755,"1000",-9.52287047244324,116.913604180755,"1000"
"ANCASH","POMABAMBA",3,27375,0.00010958904109589,-9.11786109452572,56,95.4813124572627,"1001",-9.11786109452572,95.4813124572627,"1001"
"ANCASH","POMABAMBA",1,27375,3.65296803652968e-05,-10.2146517072477,57,165.227919926175,"1002",-10.2146517072477,165.227919926175,"1002"
"ANCASH","POMABAMBA",1,27375,3.65296803652968e-05,-10.2146517072477,60,165.227919926175,"1003",-10.2146517072477,165.227919926175,"1003"
"ANCASH","POMABAMBA",2,27375,7.30593607305936e-05,-9.52287047244324,61,116.913604180755,"1004",-9.52287047244324,116.913604180755,"1004"
"ANCASH","POMABAMBA",3,27375,0.00010958904109589,-9.11786109452572,63,95.4813124572627,"1005",-9.11786109452572,95.4813124572627,"1005"
"ANCASH","POMABAMBA",5,27375,0.000182648401826484,-8.60740020450814,64,73.9729955981737,"1006",-8.60740020450814,73.9729955981737,"1006"
"ANCASH","POMABAMBA",8,27375,0.000292237442922374,-8.13760179647176,65,58.4867889158444,"1007",-8.13760179647176,58.4867889158444,"1007"
"ANCASH","POMABAMBA",4,27375,0.000146118721461187,-8.83040696507669,66,82.6986669288137,"1008",-8.83040696507669,82.6986669288137,"1008"
"ANCASH","POMABAMBA",2,27375,7.30593607305936e-05,-9.52287047244324,67,116.913604180755,"1009",-9.52287047244324,116.913604180755,"1009"
"ANCASH","POMABAMBA",1,27375,3.65296803652968e-05,-10.2146517072477,68,165.227919926175,"1010",-10.2146517072477,165.227919926175,"1010"
"ANCASH","POMABAMBA",3,27375,0.00010958904109589,-9.11786109452572,69,95.4813124572627,"1011",-9.11786109452572,95.4813124572627,"1011"
"ANCASH","POMABAMBA",2,27375,7.30593607305936e-05,-9.52287047244324,70,116.913604180755,"1012",-9.52287047244324,116.913604180755,"1012"
"ANCASH","POMABAMBA",4,27375,0.000146118721461187,-8.83040696507669,71,82.6986669288137,"1013",-8.83040696507669,82.6986669288137,"1013"
"ANCASH","POMABAMBA",2,27375,7.30593607305936e-05,-9.52287047244324,72,116.913604180755,"1014",-9.52287047244324,116.913604180755,"1014"
"ANCASH","POMABAMBA",2,27375,7.30593607305936e-05,-9.52287047244324,73,116.913604180755,"1015",-9.52287047244324,116.913604180755,"1015"
"ANCASH","POMABAMBA",2,27375,7.30593607305936e-05,-9.52287047244324,74,116.913604180755,"1016",-9.52287047244324,116.913604180755,"1016"
"ANCASH","POMABAMBA",5,27375,0.000182648401826484,-8.60740020450814,75,73.9729955981737,"1017",-8.60740020450814,73.9729955981737,"1017"
"ANCASH","POMABAMBA",1,27375,3.65296803652968e-05,-10.2146517072477,77,165.227919926175,"1018",-10.2146517072477,165.227919926175,"1018"
"ANCASH","POMABAMBA",1,27375,3.65296803652968e-05,-10.2146517072477,78,165.227919926175,"1019",-10.2146517072477,165.227919926175,"1019"
"ANCASH","POMABAMBA",1,27375,3.65296803652968e-05,-10.2146517072477,80,165.227919926175,"1020",-10.2146517072477,165.227919926175,"1020"
"ANCASH","POMABAMBA",1,27375,3.65296803652968e-05,-10.2146517072477,87,165.227919926175,"1021",-10.2146517072477,165.227919926175,"1021"
"ANCASH","RECUAY",0,18492,0,-16.1180956509583,0,3162.27766016838,"1022",-16.1180956509583,3162.27766016838,"1022"
"ANCASH","RECUAY",0,18492,0,-16.1180956509583,1,3162.27766016838,"1023",-16.1180956509583,3162.27766016838,"1023"
"ANCASH","RECUAY",0,18492,0,-16.1180956509583,2,3162.27766016838,"1024",-16.1180956509583,3162.27766016838,"1024"
"ANCASH","RECUAY",0,18492,0,-16.1180956509583,3,3162.27766016838,"1025",-16.1180956509583,3162.27766016838,"1025"
"ANCASH","RECUAY",0,18492,0,-16.1180956509583,4,3162.27766016838,"1026",-16.1180956509583,3162.27766016838,"1026"
"ANCASH","RECUAY",1,18492,5.40774388924941e-05,-9.82324599277355,14,135.859735429703,"1027",-9.82324599277355,135.859735429703,"1027"
"ANCASH","RECUAY",1,18492,5.40774388924941e-05,-9.82324599277355,18,135.859735429703,"1028",-9.82324599277355,135.859735429703,"1028"
"ANCASH","RECUAY",2,18492,0.000108154877784988,-9.13102213172746,19,96.1117008764628,"1029",-9.13102213172746,96.1117008764628,"1029"
"ANCASH","RECUAY",1,18492,5.40774388924941e-05,-9.82324599277355,24,135.859735429703,"1030",-9.82324599277355,135.859735429703,"1030"
"ANCASH","RECUAY",1,18492,5.40774388924941e-05,-9.82324599277355,25,135.859735429703,"1031",-9.82324599277355,135.859735429703,"1031"
"ANCASH","RECUAY",3,18492,0.000162232316677482,-8.72586498633646,28,78.4869597510482,"1032",-8.72586498633646,78.4869597510482,"1032"
"ANCASH","RECUAY",2,18492,0.000108154877784988,-9.13102213172746,29,96.1117008764628,"1033",-9.13102213172746,96.1117008764628,"1033"
"ANCASH","RECUAY",2,18492,0.000108154877784988,-9.13102213172746,31,96.1117008764628,"1034",-9.13102213172746,96.1117008764628,"1034"
"ANCASH","RECUAY",3,18492,0.000162232316677482,-8.72586498633646,32,78.4869597510482,"1035",-8.72586498633646,78.4869597510482,"1035"
"ANCASH","RECUAY",1,18492,5.40774388924941e-05,-9.82324599277355,35,135.859735429703,"1036",-9.82324599277355,135.859735429703,"1036"
"ANCASH","RECUAY",1,18492,5.40774388924941e-05,-9.82324599277355,36,135.859735429703,"1037",-9.82324599277355,135.859735429703,"1037"
"ANCASH","RECUAY",1,18492,5.40774388924941e-05,-9.82324599277355,40,135.859735429703,"1038",-9.82324599277355,135.859735429703,"1038"
"ANCASH","RECUAY",1,18492,5.40774388924941e-05,-9.82324599277355,49,135.859735429703,"1039",-9.82324599277355,135.859735429703,"1039"
"ANCASH","RECUAY",1,18492,5.40774388924941e-05,-9.82324599277355,50,135.859735429703,"1040",-9.82324599277355,135.859735429703,"1040"
"ANCASH","RECUAY",1,18492,5.40774388924941e-05,-9.82324599277355,51,135.859735429703,"1041",-9.82324599277355,135.859735429703,"1041"
"ANCASH","RECUAY",1,18492,5.40774388924941e-05,-9.82324599277355,53,135.859735429703,"1042",-9.82324599277355,135.859735429703,"1042"
"ANCASH","RECUAY",2,18492,0.000108154877784988,-9.13102213172746,55,96.1117008764628,"1043",-9.13102213172746,96.1117008764628,"1043"
"ANCASH","RECUAY",1,18492,5.40774388924941e-05,-9.82324599277355,57,135.859735429703,"1044",-9.82324599277355,135.859735429703,"1044"
"ANCASH","RECUAY",1,18492,5.40774388924941e-05,-9.82324599277355,58,135.859735429703,"1045",-9.82324599277355,135.859735429703,"1045"
"ANCASH","RECUAY",4,18492,0.000216309755569976,-8.43833693081595,59,67.9769356081676,"1046",-8.43833693081595,67.9769356081676,"1046"
"ANCASH","RECUAY",6,18492,0.000324464633354964,-8.03302586336392,60,55.5072105249442,"1047",-8.03302586336392,55.5072105249442,"1047"
"ANCASH","RECUAY",4,18492,0.000216309755569976,-8.43833693081595,61,67.9769356081676,"1048",-8.43833693081595,67.9769356081676,"1048"
"ANCASH","RECUAY",8,18492,0.000432619511139952,-7.74542082013933,62,48.0725058661461,"1049",-7.74542082013933,48.0725058661461,"1049"
"ANCASH","RECUAY",5,18492,0.00027038719446247,-8.21528580104797,63,60.8032292681083,"1050",-8.21528580104797,60.8032292681083,"1050"
"ANCASH","RECUAY",4,18492,0.000216309755569976,-8.43833693081595,64,67.9769356081676,"1051",-8.43833693081595,67.9769356081676,"1051"
"ANCASH","RECUAY",4,18492,0.000216309755569976,-8.43833693081595,65,67.9769356081676,"1052",-8.43833693081595,67.9769356081676,"1052"
"ANCASH","RECUAY",3,18492,0.000162232316677482,-8.72586498633646,66,78.4869597510482,"1053",-8.72586498633646,78.4869597510482,"1053"
"ANCASH","RECUAY",1,18492,5.40774388924941e-05,-9.82324599277355,67,135.859735429703,"1054",-9.82324599277355,135.859735429703,"1054"
"ANCASH","RECUAY",1,18492,5.40774388924941e-05,-9.82324599277355,69,135.859735429703,"1055",-9.82324599277355,135.859735429703,"1055"
"ANCASH","RECUAY",2,18492,0.000108154877784988,-9.13102213172746,70,96.1117008764628,"1056",-9.13102213172746,96.1117008764628,"1056"
"ANCASH","RECUAY",1,18492,5.40774388924941e-05,-9.82324599277355,74,135.859735429703,"1057",-9.82324599277355,135.859735429703,"1057"
"ANCASH","RECUAY",1,18492,5.40774388924941e-05,-9.82324599277355,75,135.859735429703,"1058",-9.82324599277355,135.859735429703,"1058"
"ANCASH","SANTA",0,468829,0,-16.1180956509583,0,3162.27766016838,"1059",-16.1180956509583,3162.27766016838,"1059"
"ANCASH","SANTA",0,468829,0,-16.1180956509583,1,3162.27766016838,"1060",-16.1180956509583,3162.27766016838,"1060"
"ANCASH","SANTA",0,468829,0,-16.1180956509583,2,3162.27766016838,"1061",-16.1180956509583,3162.27766016838,"1061"
"ANCASH","SANTA",0,468829,0,-16.1180956509583,3,3162.27766016838,"1062",-16.1180956509583,3162.27766016838,"1062"
"ANCASH","SANTA",0,468829,0,-16.1180956509583,4,3162.27766016838,"1063",-16.1180956509583,3162.27766016838,"1063"
"ANCASH","SANTA",3,468829,6.39892156841834e-06,-11.9438743073787,8,392.264812454069,"1064",-11.9438743073787,392.264812454069,"1064"
"ANCASH","SANTA",1,468829,2.13297385613945e-06,-13.0121762931285,9,669.203464759556,"1065",-13.0121762931285,669.203464759556,"1065"
