"prov_cdc","log_mort_cum","log_mort1","day_first_peak","log_mort2","day_second_peak","n_peak","dist_peaks","rt","day_rt","HDI","HDI_low","education_years","perc_essalud","mob","mig_in_perc","mig_out_perc","dens_pop","perc_fem","perc_65_plus","med_ratio","enf_ratio","altitud","ide","ocup_perc","bed_ratio","med2_ratio","log_essalud","log_pop_dens","log_med_ratio","deaths","pop","mort_first_peak","mort_second_peak","log_mig_in","mort_cum"
"CHANCHAMAYO",-5.35326270223748,-8.81161818624633,164,-8.69149402712097,380,2,216,1.43270219287953,338,0.478648032961303,"High HDI",7.49122990900555,0.126246790195988,-18,0.00884249322907034,0.00322054168245786,4.11458763400891e-05,0.512331977403283,0.0444122662449629,0.000638495286666277,0.0011731702015169,804,0.685092255218974,0.427285396145664,0.000970720476476372,0.000669641398210973,-2.06951663534006,-10.09838684631,-7.35639626440416,911.706317143997,192640.419700214,0.00014899196401681,0.00016800882887391,-4.72818640261065,0.00473268444162855
"CHUPACA",-5.14285080332948,-9.0670850017075,177,-8.77152639717356,376,3,199,1.3899338422902,76,0.510284435266002,"High HDI",8.50498742928963,0.161791348984676,-73,0.0144318782441081,0.00539864869983648,4.55575514677586e-05,0.481661203786783,0.100144659500833,0.000284914317662341,0.000740777225922086,3286,0.722347832430318,0.447126651194995,0.000284914317662341,0.00053184005963637,-1.82144774312539,-9.99653416385499,-8.16332206267808,307.514260090945,52647.4068522484,0.00011540244675783,0.00015508667602567,-4.2383157522199,0.00584101437235008
"CONCEPCION",-5.41740405165372,-9.66484184026389,157,-9.06125771452142,469,3,312,1.43033553688129,79,0.453853110513058,"High HDI",7.69951219636173,0.129337482686046,-53.5,0.0321855194789576,0.00478276188864721,2.3067618466426e-05,0.477274291219378,0.0975433526011561,0.000615505541794593,0.00103866560177838,3303,0.718534101957442,0.381350602211514,0.00117330743904594,0.000673209186337836,-2.04533014591754,-10.6770807218647,-7.39306660865229,230.764673031836,51989.7837259101,6.34764339234057e-05,0.00011607689314493,-3.43623863320211,0.00443865422192226
"HUANCAYO",-5.05082551802438,-8.46241174340843,171,-8.52765279368867,465,3,294,1.40715490183269,338,0.576126155747246,"High HDI",10.0891294158247,0.270282158664993,-22,0.00366278101057952,0.0200200448844031,0.000142645994337867,0.473081952710155,0.0734130318465678,0.000878055606371749,0.00137336902535068,3294,0.801218653857147,0.425120735351698,0.00158350199097811,0.0019474823064399,-1.30828883355711,-8.85514456105047,-7.03780063333717,3413.32924179034,532995.856531049,0.00021126194617006,0.00019791898182919,-5.60953258114418,0.00640404460928769
"JAUJA",-4.95105211686994,-9.16198857233349,179,-8.11864312575326,460,4,281,1.31891292504892,173,0.500636544184358,"High HDI",8.46772077490382,0.180177042170628,-28.3333333333333,0.042146393501311,0.00385837370756918,1.71991966454854e-05,0.477201814111561,0.110424181967917,0.00106748886929985,0.00225507023639593,3425,0.767767284549554,0.384706741784711,0.00153451524961853,0.00100077081496861,-1.71381534386302,-10.9706478818935,-6.84244623980124,530.288266426764,74942.2334047109,0.0001049539818118,0.00029793264343368,-3.16660616162775,0.00707596027413602
"JUNIN",-4.62397932605149,-9.19251408180162,90,-8.40724503887673,366,2,276,1.41123336734212,77,0.431471860723871,"High HDI",7.52619975855144,0.181385898932261,NA,0.111265267187029,0,6.84145298379724e-06,0.481937821857715,0.106389471676521,0.00122923989054538,0.00251701501397387,4127,0.729149738596116,0.356226841487207,0.0026340854797401,0.00111216942477915,-1.70712847898488,-11.892510424357,-6.70135927578953,167.654009322117,17083.7280513919,0.00010179861268376,0.00022324403915521,-2.19583813420956,0.00981366647945776
"SATIPO",-6.48440523541155,-10.0388236471592,182,-9.79352442827738,370,2,188,1.33062798704566,173,0.393847202784345,"Low HDI",6.78518106875986,0.0561855038360664,-31.75,0.00254602059817642,0.00396978212109597,1.42748944426501e-05,0.515044698787506,0.0294771338981731,0.000310810150872391,0.000658186201847417,676,0.580724481390792,0.36995779124852,0.000354689230995553,0.000471700111323982,-2.87909649421447,-11.15700819701,-8.07632827953954,417.620990794768,273478.841541756,4.36711154904893e-05,5.5811845381827e-05,-5.97322368847257,0.00152706874301646
"TARMA",-5.07788815103442,-9.26572616061752,196,-8.25110826680836,376,2,180,1.47350303286306,338,0.477457888731104,"High HDI",7.62691752727718,0.150373925661346,-25.75,0.0180774114913702,0.00345772790658401,3.48148485294484e-05,0.485449652105817,0.092999810975994,0.000515922679816926,0.00171974226605642,3094,0.751872388553982,0.435320848149137,0.00107483891628526,0.000462180734002663,-1.89463024910952,-10.265466580306,-7.56955364902668,579.906282680927,93037.1970021413,9.46120075159207e-05,0.00026096917350106,-4.01309210399297,0.00623305840423783
"YAULI",-4.64113382868801,-9.01789996608822,144,-8.21079016332809,457,3,313,1.42443333262683,81,0.636860163344852,"High HDI",9.87302436592297,0.511289923248329,-65.3333333333333,0.021599863754882,0.00951902538276295,9.5079056779396e-06,0.540693788175637,0.0493027544082056,0.000375847056559132,0.00109862985763439,3757,0.777554922411021,0.463150149266922,0.00176359003462362,0.00193705790688168,-0.670818485190666,-11.5633869287995,-7.88632826179588,333.66710040769,34588.5374732334,0.00012122042613183,0.00027170594437302,-3.83506827195626,0.00964675365837312
"ASCOPE",-4.96534054206837,-8.10149399977786,145,-8.69458666818552,422,2,277,1.50388748771146,108,0.584927811478705,"High HDI",8.75669954879699,0.414635620886808,-55.75,0.017045337483486,0.00115899593972818,4.53262028971356e-05,0.491189792966064,0.0883708429182378,0.000367490924415658,0.000492771921375541,242,0.789060181916749,0.378807855464578,0.00082685457993523,0.000793446314079261,-0.880355166397996,-10.0016252623013,-7.90881193508392,835.191489192863,119730.847965739,0.00030308598926041,0.00016749004049714,-4.07187857402911,0.00697557482789943
"BOLIVAR",-5.25321100400693,-8.83770871709537,134,-8.94008033669117,428,2,294,1.4053004496875,109,0.294998261362243,"Low HDI",5.20579236662884,0.0888842775126236,NA,0.0822823235422825,0,8.28689876751209e-06,0.507080858839653,0.0702946550936501,0.000835217565680609,0.0016008336675545,3157,0.704577066313888,0.290813307971792,0.000556811710453739,0.000208804391420152,-2.42042000797912,-11.7008347519905,-7.08781830935135,75.1520921249688,14367.5139186295,0.00014515495701495,0.00013103051320052,-2.49759897514202,0.00523069562003511
"CHEPEN",-4.84318673069086,-8.50979053981676,103,-8.42518360589206,433,2,330,1.80343089182407,63,0.558693646146731,"High HDI",7.89377695184767,0.211635083781785,-55.25,0.00453727492265179,0.00412415749472116,7.64113805663408e-05,0.487814749185098,0.0753757301306031,0.000787388125606476,0.000684685326614327,160,0.759130859057815,0.38760629427615,0.00133513638689794,0.000570571105511939,-1.5528917903703,-9.47937891259286,-7.14678926007829,690.702388368588,87631.4967880086,0.00020148602379202,0.00021927506627254,-5.39542868444478,0.00788189650622404
"GRAN CHIMU",-5.6874023212011,-9.46534435957887,182,-9.54462325820405,424,2,242,1.22236264845787,173,0.372397790744179,"Low HDI",5.2753628991618,0.0773092369477912,NA,0.034317618240383,0,2.23629981198221e-05,0.523474607234198,0.0908841797588601,0.000694191070071751,0.000867738837589689,1278,0.650975960684004,0.355396626138875,0.000555352856057401,0.000242966874525113,-2.55994183573091,-10.7081028345951,-7.272763318244,97.6210621248392,28810.5117773019,7.74913407908132e-05,7.15851249122069e-05,-3.37209640536081,0.00338838347889915
"JULCAN",-5.64834107139098,-9.44909526939752,133,-9.54955930503156,452,2,319,1.35469591570722,109,0.21955269163205,"Low HDI",3.93663380119406,0.0256208963745361,NA,0.0423710943588737,0,2.35656497937907e-05,0.499312073867979,0.0723698290885743,0.000879827707438161,0.00133886825044938,3420,0.620660186931297,0.291386424953699,0.00172140203629205,0.00137712162903364,-3.6643469958291,-10.6557204234391,-7.03578445666289,92.1057709770527,26141.4817987152,7.87607903444849e-05,7.12326480203706e-05,-3.16128888605146,0.00352335692698107
"OTUZCO",-6.0795442354358,-10.0731279968493,204,-9.73758928606459,448,2,244,1.34560792278954,79,0.278322949710468,"Low HDI",4.37244459683379,0.0565359225296037,NA,0.0365010164712875,0,4.03105569541622e-05,0.495222583021236,0.0890435829071179,0.000704495624548552,0.00118211977678486,2701,0.680308480707843,0.328949386080817,0.000286574491341784,0.000310455698953599,-2.87287904587888,-10.1188971641566,-7.2580284373637,191.717252967749,83747.8586723769,4.21984107810046e-05,5.90226501982558e-05,-3.31041517025303,0.00228921976044486
"PACASMAYO",-4.99289061668201,-8.51453977318119,167,-8.59298045502424,431,2,264,1.54665247659987,77,0.57922443766549,"High HDI",8.46123329842832,0.288881114123833,-62.3333333333333,0.00191109646424434,0.00736447153484038,9.44055012805295e-05,0.481882930223191,0.0768533606752476,0.000562438903943692,0.000753096159517824,49,0.759243526772734,0.375762849164549,0.00104861490565773,0.000819826198968771,-1.24174004531921,-9.26791121023402,-7.48322804499597,711.855450770163,104900.282655246,0.00020053138833298,0.00018540267901381,-6.26007813658651,0.00678602033046632
"PATAZ",-6.47447016904806,-9.94039049239909,170,-10.1696173782591,460,2,290,1.36648823799685,109,0.392855935777298,"Low HDI",5.71487857209851,0.153804712035005,-16.5,0.0251038089695467,0,2.15133989792725e-05,0.519470181806604,0.0728924549728829,0.000395879788476826,0.000884907762477612,3222,0.707513228137543,0.319764180722987,0.000174652847857423,8.15046623334643e-05,-1.87207158496115,-10.7468346086061,-7.83439995724727,132.461271590119,85884.6573875803,4.81884837213096e-05,3.83169815222961e-05,-3.68473569258277,0.00154231588760199
"SANCHEZ CARRION",-6.59835545036324,-10.4783318910901,183,-9.63762550152589,445,2,262,1.31637828729247,173,0.28632748315696,"Low HDI",3.9337196748564,0.0765347460267996,-22.5,0.00775821853159576,0.00247242344785535,6.30637087165406e-05,0.481476228648949,0.0636862551643337,0.000336504294790542,0.000711103415406429,3183,0.658947716046773,0.275427157786085,0.000279362056052525,0.000387297395891001,-2.57001044483687,-9.67136509307214,-7.99689964583897,214.612936227074,157501.704496788,2.81396233539103e-05,6.52277542108807e-05,-4.85900254181304,0.00136260707090602
"SANTIAGO DE CHUCO",-5.9303485227908,-9.60275481193956,153,-9.35798979507806,436,2,283,1.42898938921399,109,0.352373208439143,"Low HDI",5.50517039474119,0.125825212197422,NA,0.0422290558973273,0,2.09283498747921e-05,0.500053870188238,0.0888242446630035,0.000662269322039966,0.000930756885029141,3126,0.675307281871215,0.265531387874428,0,3.57983417318901e-05,-2.07286153987232,-10.7744058648059,-7.31983825388443,148.473671130336,55868.5096359743,6.75424133194e-05,8.62733516371547e-05,-3.1646467664944,0.00265755560865601
"TRUJILLO",-5.02508557426536,-8.27858336046265,134,-8.4913231282601,432,2,298,1.65985191302515,77,0.639914596032168,"High HDI",10.0423717198685,0.322334889321413,-52.3333333333333,0.000185194541201347,0.0133699515005635,0.000575372890548717,0.480453950934707,0.0750759651679191,0.000978838784057537,0.000867251162674978,74,0.812191223405999,0.432343948101596,0.00153775572975439,0.0021691067454715,-1.13216424494465,-7.4604922220535,-6.92914360309256,6713.08111951337,1021618.69379015,0.00025389662538446,0.00020524151952673,-8.59410371134131,0.00657102416030408
"VIRU",-5.59931492023737,-8.41986975551404,142,-8.75789240901659,427,3,285,1.59145116780177,108,0.500233557710893,"High HDI",6.51074891191709,0.390580997357134,-43,0.00540871987399835,0,3.8269886934484e-05,0.498532770827745,0.0418139992359028,0.0002626831959974,0.000410442493745937,88,0.704026306078089,0.406376882438119,0.000213430096747887,0.00019701239699805,-0.940119911602332,-10.1708472129474,-8.24456182983034,450.781531204699,121819.745182013,0.0002204433624929,0.00015721560585392,-5.21974283630464,0.00370039791604537
"CHICLAYO",-4.87663596884202,-8.34944002370989,87,-8.40811990340256,439,2,352,2.40638436239934,57,0.578176327430654,"High HDI",9.55096161470864,0.310624941382437,-61.6666666666667,0.00326933466800416,0.00946340818139673,0.000255906094186949,0.480382559863995,0.0825288920639514,0.000819649690041532,0.00103102067028147,28,0.809161385509937,0.412257170806204,0.00142323126694891,0.0027525198760134,-1.16916907083971,-8.2707000003617,-7.10663351625142,6491.29060298172,851583.31477516,0.00023652893194478,0.00022304881627399,-5.72316878021703,0.00762261365430297
"FERREÑAFE",-5.08349435286783,-8.53138561688534,70,-8.91931005007361,432,3,362,1.80581870440001,57,0.423008219796997,"High HDI",7.33534057063762,0.164502386696094,-59.5,0.0107470693773478,0.00196351864062477,6.57999601853736e-05,0.486570529723046,0.0774490371151643,0.000810589387006966,0.00102288660741355,38,0.678807079053658,0.328591540217447,0.000366695198884104,0.000289496209645345,-1.80483020009112,-9.62889132471869,-7.11774893661797,642.310211578346,103628.299785867,0.00019718156244711,0.00013378051481324,-4.53312217763565,0.00619821238894769
"LAMBAYEQUE",-5.33184963903405,-8.60878275783879,97,-9.08265532576213,429,2,332,2.43424963778113,58,0.477565771225824,"High HDI",7.33039940807018,0.172605523536663,-66.8,0.0126731092410054,0.0027433709542976,3.22068831604445e-05,0.492246770304444,0.081008671332327,0.000546826309768114,0.000841271245797098,24,0.683804490629717,0.332186963631947,0.000433578257449274,0.000268559666927535,-1.75674649889432,-10.3433303655112,-7.511379338383,1494.32281144763,309056.087794433,0.00018249591699196,0.00011361950973907,-4.36827291293945,0.0048351185123445
"BARRANCA",-4.87062413514992,-8.21708229935619,166,-8.22293968807416,419,2,253,1.49900599658488,109,0.630704295977287,"High HDI",8.88709271717888,0.26544351403578,-35.1666666666667,0.00120763423096977,0.00970453370397106,0.000109504359133416,0.493045995496944,0.0972402701833387,0.00128715217188226,0.00184535591989243,74,0.807259586808981,0.416875744850026,0.00120834693686906,0.000669844497612197,-1.32635321409621,-9.11954620006251,-6.65532311968692,1167.72611320024,152274.147751606,0.00027000170089998,0.00026842481869774,-6.71909201425165,0.00766857756514959
"CAJATAMBO",-4.0321497730537,-6.84056858430812,180,-8.45285839397288,462,3,282,1.35504552198575,172,0.384518578224376,"Low HDI",7.00927912397616,0.107943284037201,NA,0.0856308286176072,0,4.31672252290193e-06,0.507042253521127,0.144697243288793,0.00106227898975286,0.00166929555532592,3396,0.762130009906785,0.366515433252228,NA,NA,-2.22614933760001,-12.3530141189022,-6.84733868844708,116.874307732707,6589.60599571735,0.00106949512858158,0.00021328987670529,-2.45770991327,0.0177361602209092
"CAÑETE",-4.84668900006922,-8.48267452366717,127,-8.35594637699388,391,2,264,2.01125510064887,58,0.684562180648377,"High HDI",9.73046522642619,0.302654439551191,-48.3333333333333,0.00352508140144821,0.00353074301894032,5.5999636751266e-05,0.497702007464945,0.0864440633511551,0.000829994875647013,0.00113432633005092,77,0.753108714631712,0.447012159540366,0.00063632940466271,0.00061261526535851,-1.19516358782359,-9.7901653538347,-7.09409103111195,1987.25498662654,253013.610278373,0.00020702427031628,0.00023499498675764,-5.64785175037511,0.00785434026430477
"CANTA",-4.83945041475396,-8.47533174550756,172,-8.60148723648323,378,3,206,1.34228743160486,81,0.568441901944859,"High HDI",8.05334876366479,0.113179771388985,NA,0.0393365105113944,0,8.13197019443338e-06,0.513358659774553,0.133897988416267,0.000921136680539602,0.00127542001920868,2867,0.773958457087596,0.480453229933852,NA,NA,-2.1787778271586,-11.7197073274246,-6.98990212822514,111.653583201484,14112.9978586724,0.00020854999829276,0.00018383218832282,-3.23560217073335,0.00791140084619748
"HUARAL",-4.95505629017433,-8.41985497135578,123,-8.37199075372988,418,2,295,1.73123280316933,76,0.632245619233628,"High HDI",8.79485114994358,0.254858671654939,-85.6,0.00210006252526625,0.00652594818389033,5.37495452336163e-05,0.503096143400326,0.089620265665893,0.00141942775633228,0.00165768884400234,195,0.762989182787519,0.432637476378355,0.000775615881138707,0.00154109299258933,-1.36704611626943,-9.83117535176222,-6.55750147708905,1390.24433337521,197262.593147752,0.00022044662158655,0.00023125472398668,-6.16578816075968,0.00704768355313012
"HUAROCHIRI",-5.01089994259516,-8.64920382569756,174,-8.21638539030293,418,2,244,1.47968582565001,76,0.551932831420412,"High HDI",9.06592242018937,0.224972052627053,-77,0.0244512902007525,0.00140667880678386,1.31024530064529e-05,0.531579493207038,0.0961039858955301,0.00118439219405099,0.00107792997436101,2395,0.749701690587848,0.477624203988958,0.000199616661918706,0.000212924439379953,-1.49177909503892,-11.2427110928857,-6.73852555239433,500.827624762389,75144.0278372591,0.00017526633517445,0.00027018993311248,-3.71107229550655,0.00666490257678283
"HUAURA",-4.85178140785303,-8.39460869960567,157,-8.32976894930924,420,2,263,1.57337546693311,77,0.650962551949398,"High HDI",10.26314457986,0.310832949030459,-51.5,0.00337731273750748,0.00390787751400226,4.73434450266161e-05,0.499476021543245,0.101372651760482,0.00102103212636348,0.00143287701766976,46,0.781724241988271,0.441726424877646,0.00138997650815869,0.00160018900476293,-1.16849965249618,-9.95808218452331,-6.88694127470847,1821.52718441147,233097.464668094,0.00022608292536354,0.00024122777428403,-5.69067493378026,0.00781444442995178
"LIMA",-4.7554920575411,-8.55731756435045,102,-8.18948229180731,390,2,288,2.31382002278148,58,0.725512871501011,"High HDI",10.6228580246956,0.347589858581495,NA,0,0.00996200778045574,0.00347894635435559,0.486637144527865,0.0816147427515873,0.00115948722688111,0.00102192463491774,162.42,0.8274614,0.480815885229126,0.00164628902581477,0.00265406560934388,-1.05673206155882,-5.66102580277727,-6.75977741738705,79061.0839573644,9188544.51605996,0.00019213399007627,0.00027755754086416,-Inf,0.00860430983592445
"OYON",-5.28176102149013,-9.38946029227266,109,-8.70886108208301,388,2,279,1.27804135248171,339,0.577020074336881,"High HDI",9.04700678690705,0.395118101358588,-62,0.0396625837347814,0,1.14672931775139e-05,0.528638730473593,0.094057360112406,0.000557125661064789,0.000789261353175118,3648,0.811443170175861,0.422814040818245,NA,NA,-0.928570567988616,-11.3760116461717,-7.49271974013368,109.493519891413,21539.1263383298,8.36005639341421e-05,0.00016511620122496,-3.22734701089241,0.00508347080431784
"YAUYOS",-5.38158978912969,-9.20101424059508,174,-8.93918705164911,380,2,206,1.2259182384051,173,0.446639148512079,"High HDI",8.32922624510101,0.171187020475981,NA,0.0642087958945023,0,3.36832038756945e-06,0.524512496566877,0.157477341389728,0.000891654155292932,0.00195314719730833,2895,0.80702793970973,0.510067699826486,NA,NA,-1.76499863312534,-12.6010963391579,-7.0224322188479,108.349798410599,23551.7323340471,0.00010093697552529,0.00013114761309202,-2.74561506996839,0.00460050228466486
"ALTO AMAZONAS",-5.66757359705574,-8.61283472598343,119,-9.33095173212881,413,2,294,1.73385510371869,76,0.435779309053746,"High HDI",8.06168046231145,0.119796292523936,-68.3333333333333,0.00430603530693954,0.00499862954961081,6.51110870673152e-06,0.504279400322459,0.0463314269213184,0.000630673926365807,0.00103781785351335,150,0.588452823860314,0.338089154934873,0.000598741069334627,0.000558824998045652,-2.12196254099222,-11.9420008079909,-7.36872158593596,432.938567436611,125262.82869379,0.00018175794547801,8.86378374618067e-05,-5.44773768059854,0.00345624134430931
"DATEM DEL MARAÑON",-5.85178078666634,-9.39893928635097,125,-9.65751581760648,358,2,233,1.49000655522414,78,0.319824439511322,"Low HDI",5.55705781855203,0.0605791840270616,NA,0.00650233281320553,0,1.17712586955007e-06,0.504471544715447,0.0231707317073171,0.000320859421604512,0.000730846460321388,134,0.409549370064305,0.360049663776338,NA,NA,-2.80380394281906,-13.6524347944098,-8.04450746968427,161.272977381592,56099.3344374554,8.2811858655509e-05,6.3943171293309e-05,-5.0355942721284,0.00287477523572751
"LORETO",-5.64742205662466,-8.6206905284555,100,-9.63385118850322,368,2,268,1.64790713218817,75,0.363538669551432,"Low HDI",6.07276374485921,0.0853340166888223,NA,0.00762604896578396,0.000764218366576188,9.84377336510709e-07,0.511189937856243,0.0423904360894112,0.000326449726408502,0.000652899452817005,127,0.500143100531427,0.256679434153347,0,4.45158717829776e-05,-2.46118211513061,-13.831256541337,-8.02723459841285,237.66330689189,67391.6937901499,0.00018033568477458,6.54744093570941e-05,-4.87618539666731,0.00352659643237261
"MARISCAL RAMON CASTILLA",-5.85382942938796,-8.78904089808476,94,-8.94775538458786,359,2,265,1.54093891642165,75,0.351602495483565,"Low HDI",6.06853352289389,0.066677535050538,NA,0.0128218419322854,0,1.79909942299165e-06,0.517293829773163,0.0419019906090867,0.000177809614004646,0.000251896953173248,86,0.502192427367203,0.31446451017601,NA,NA,-2.70788718863139,-13.2282243388244,-8.63479716432918,193.615529256865,67487.9143468951,0.00015239405904975,0.00013002869714665,-4.35660516134477,0.00286889187687236
"MAYNAS",-5.10691612557351,-7.30990330711122,81,-8.52926411683583,371,2,290,3.83236181581916,57,0.563807716920938,"High HDI",10.0300261064481,0.229374450367394,-55.8333333333333,0.00192101041473962,0.00357727746248693,6.88358222186387e-06,0.495664140985802,0.0535551595760493,0.000779884337048173,0.00110022802561564,107,0.690351686315908,0.370943998255309,0.000915267681621327,0.00103348975716408,-1.47239945639462,-11.886371369739,-7.15636493511174,3175.32086346927,524436.740899358,0.00066888172505127,0.00019760032718925,-6.25490397369057,0.00605472617731531
"PUTUMAYO",-4.70170375834327,-8.11289867052129,158,NA,NA,2,NA,1.40745668464606,80,0.398934666479893,"Low HDI",5.71487368823532,0.0872750642673522,NA,0.0129817241288548,0,1.7470977842998e-07,0.545950790288415,0.0345445657487372,0.00112421866128211,0.00224843732256423,131,0.417886913686234,0.338544780150775,NA,NA,-2.43869048961374,-15.5601396486769,-6.79066700792358,72.6888372178994,8005.56004802123,0.00029964902929702,NA,-4.34421274687744,0.00907979414080671
"REQUENA",-5.55031482561908,-8.06428509786594,85,-9.91191606059825,387,2,302,2.22643325986387,59,0.377398345687469,"Low HDI",6.78713811501431,0.0923416109791321,NA,0.0133588629151859,0.000475751563257537,1.38251916420614e-06,0.508389349174092,0.0539315304048773,0.00020108460817889,0.00020108460817889,116,0.539245648607371,0.276675415866136,NA,NA,-2.3822604158877,-13.4916032416524,-8.51178480226061,270.569042565685,69622.4346895075,0.00031457592441784,4.95803456114346e-05,-4.31557522563458,0.00388623356497559
"UCAYALI",-5.84399218915909,-8.83865101451277,93,-9.46608548186957,410,2,317,1.53096823503164,75,0.400057915393813,"Low HDI",7.01335889452416,0.0985229789336896,NA,0.0137843247341559,0.000730108426648241,2.2382760948109e-06,0.512967884683364,0.0476558306385096,0.000240672786085763,0.000315883031737564,138,0.579013201452882,0.304325846854424,9.02522947821612e-05,3.00840982607204e-05,-2.31746546934476,-13.0098045889227,-8.33207228111366,192.610268710057,66480.3040685225,0.00014501824229691,7.74339315070947e-05,-4.28422322125892,0.00289725312494856
"MANU",-5.37344047525017,-9.0958634002017,160,-8.98375275407864,412,2,252,1.16920725831028,173,0.594538838982345,"High HDI",7.84509294670456,0.0673351663162435,NA,0.0130399483080484,0,6.89817086778324e-07,0.536353976927747,0.0228825136612022,0.00100952974277848,0.00191810651127911,535,0.624882344003126,0.464729976786185,NA,NA,-2.6980726481011,-14.1868393661237,-6.8982706577643,91.8872659966422,19811.2043187108,0.00011212868195209,0.0001254312505244,-4.3397376865982,0.00463814640031039
"TAHUAMANU",-5.20570208610177,-8.35181120886832,169,-9.11015663343603,425,2,256,1.20983657170257,173,0.644390088785895,"High HDI",8.74433619748266,0.211098035665792,NA,0.0149613929313857,0,6.9029033501878e-07,0.556769281694803,0.0509102946044356,0.000872929829152494,0.00181860381073436,238,0.704602021835406,0.450690908784565,NA,NA,-1.55543262940189,-14.1861535524667,-7.0436553843329,75.4039716491927,13746.8094218415,0.00023596874247077,0.00011053739992231,-4.20228220038356,0.00548519800742911
"TAMBOPATA",-5.09866310929258,-8.14222121600164,139,-8.63008328706913,415,2,276,1.70293937490139,108,0.61846243909341,"High HDI",9.63602914075221,0.192152430163087,-35.1666666666667,0.00078237670803614,0.0135459801630305,3.14854222735574e-06,0.519866818733674,0.0394117214230529,0.000917970713165792,0.00189772791664082,204,0.733803121767846,0.455525528481033,0.00109450354262075,0.000767917808129076,-1.64946631483249,-12.6685709972112,-6.9933450707222,691.645029302342,113293.374732334,0.00029099012793168,0.00017864976533011,-7.15317420957926,0.00610490270006006
"GENERAL SANCHEZ CERRO",-5.43619340141097,-8.67556895197646,180,-8.52231029077538,469,3,289,1.30323163643759,173,0.530869977186044,"High HDI",8.32737902515813,0.16878573831147,NA,0.0378742468202361,0,3.96756832775244e-06,0.516800596751772,0.12613162445326,0.00123086168224792,0.00206608925234472,2169,0.655337927576762,0.456246627646578,0,4.39593457945686e-05,-1.77912518906578,-12.4373571628284,-6.70004080019859,99.0923168396738,22748.2912205567,0.00017070579983372,0.00019897919413814,-3.27348390128469,0.00435603342154017
"ILO",-4.62732384114047,-7.81660113985283,171,-8.20801013772578,346,3,175,1.58706496886889,109,0.685808382576186,"High HDI",10.7732591471846,0.392624147677799,-42.1666666666667,1.56166108715335e-05,0.00813558818933651,5.43713839485931e-05,0.493758743870801,0.0683617891148147,0.000987883324578163,0.00132619953162548,33,0.792284939652132,0.452822821247998,0.00148859131100819,0.00143446071788062,-0.934902491955867,-9.81967257286163,-6.9199459597221,722.763138871383,73895.3661670236,0.00040298906118286,0.00027246234477376,-11.0671754107483,0.00978089934946316
"MARISCAL NIETO",-4.78047353129005,-7.09799316177562,179,-9.39604833465535,351,2,172,1.53744616440648,156,0.693239989073091,"High HDI",10.4162918205531,0.382980468429624,-41.1666666666667,0.00171439146973369,0.00851335592262241,9.93503480472511e-06,0.511193633952255,0.0845977011494253,0.00117526079392583,0.00224579537849193,1428,0.783993227272956,0.49353780239164,0.0017221643316933,0.00169889184072447,-0.959771287369145,-11.519443178723,-6.74626520373647,721.19689737436,85938.3725910064,0.0008267624379907,8.30516101266891e-05,-6.36869708947426,0.0083920241404459
"DANIEL ALCIDES CARRION",-5.85931182336737,-9.5580388810983,170,-9.34539279103286,371,2,201,1.2785133419396,338,0.369968545187911,"Low HDI",7.93147342474505,0.115167508031207,NA,0.0265490298217938,0,3.35278009083072e-05,0.498549778841273,0.0749220506127184,0.000431960720752992,0.000863921441505985,3203,0.647394802167753,0.305193700380625,0,5.89037346481353e-05,-2.16136761884368,-10.3031355854316,-7.74717589803691,145.315396433388,50930.556745182,7.06311790678715e-05,8.73670113524498e-05,-3.62876207351387,0.00285320651726696
"OXAPAMPA",-5.60716403013849,-10.1372378028443,214,-8.71819110701857,436,2,222,1.2517823540394,173,0.42782213065429,"High HDI",7.14895246724591,0.131908082771236,-15,0.0118490591279426,0.00191703401648184,5.69139210117943e-06,0.509797783760095,0.0450969344101505,0.000856088896663283,0.00103143240561841,1832,0.654613329186424,0.432806869534269,0.00100048943344986,0.000546659174977759,-2.02564994159706,-12.076555682249,-7.06313633597255,355.958059539894,96952.5481798715,3.95779741473932e-05,0.00016358282728208,-4.43550681303908,0.00367146677650495
"PASCO",-5.46153632815299,-8.90461250918675,178,-8.61563505631755,356,3,178,1.30124435443391,172,0.545533872036433,"High HDI",9.75078248655856,0.375620859244808,-32.3333333333333,0.0126032787339446,0.00459645647145158,2.66901800872981e-05,0.503390511512904,0.0471766342141864,0.000526156663601012,0.00113649839337819,4373,0.755069992335804,0.378590111210217,0.00148025408026418,0.00086289692830566,-0.979174997394536,-10.5312148472009,-7.54991155002631,605.384222768434,142543.096359743,0.00013576127993116,0.00018124967518433,-4.37379828189554,0.00424702590464708
"AYABACA",-6.1336036857555,-10.4026748244118,143,-9.25074300232866,446,3,303,1.39673841035748,80,0.249814133319148,"Low HDI",4.41626196938814,0.0429300762027715,NA,0.0404255781708323,0,2.49301854051395e-05,0.504897841092267,0.0744044748770373,0.000393735588590566,0.000918716373377987,2735,0.592089066663871,0.259940053908921,NA,NA,-3.14818262170016,-10.5994312234272,-7.83983096889915,280.915220068082,129528.550321199,3.03511902303629e-05,9.60402674028692e-05,-3.20829257131247,0.00216875136308931
