"prov_cdc","dpt_cdc","perc_essalud","deaths","deaths_first_wave","deaths_second_wave","date_first_peak","day_first_peak","mort_first_peak","date_second_peak","day_second_peak","mort_second_peak","n_peak","dist_peaks","pop","HDI","life_exp","perc_secondary","education_years","household_per_capita_income"
"NAZCA","ICA",0.316815362146999,660.021897830769,269.985839467933,390.036058362836,2020-09-01,183,0.00021889342774698,2021-04-13,407,0.00028360844676824,2,224,63045.6937901499,0.612562282061654,80.4725337018132,71.0655032540527,9.96799940373585,993.512614895662
"PALPA","ICA",0.223019951632406,200.243947014536,100.733540919619,99.5104060949177,2020-09-04,186,0.00027246822961218,2021-02-18,353,0.00031792775701659,4,167,10811.0599571734,0.607555711702318,80.8313621949415,81.740162115342,9.25421057171256,941.930214191371
"PISCO","ICA",0.32622857294486,1344.64615654038,610.20696597881,734.439190561567,2020-07-28,148,0.00022964388556247,2021-05-13,437,0.0002440213102619,2,289,145320.927194861,0.574090958577166,75.9885256445955,71.1927345481603,9.73155802585954,905.331942537012
"CHANCHAMAYO","JUNIN",0.126246790195988,911.706317143997,369.701272654077,542.00504448992,2020-08-13,164,0.00014899196401681,2021-03-17,380,0.00016800882887391,2,216,192640.419700214,0.478648032961303,75.4681445331281,57.9912681306908,7.49122990900555,701.591045702336
"CHUPACA","JUNIN",0.161791348984676,307.514260090945,122.674370175625,184.83988991532,2020-08-26,177,0.00011540244675783,2021-03-13,376,0.00015508667602567,3,199,52647.4068522484,0.510284435266002,72.3096510839489,67.8826584584386,8.50498742928963,768.704463403705
"CONCEPCION","JUNIN",0.129337482686046,230.764673031836,92.5314874218903,138.233185609946,2020-08-06,157,6.34764339234057e-05,2021-06-14,469,0.00011607689314493,3,312,51989.7837259101,0.453853110513058,72.2278016094293,61.5034861880464,7.69951219636173,614.165450176133
"HUANCAYO","JUNIN",0.270282158664993,3413.32924179034,1399.01210762118,2014.31713416916,2020-08-20,171,0.00021126194617006,2021-06-10,465,0.00019791898182919,3,294,532995.856531049,0.576126155747246,72.6512617684418,75.3898506775433,10.0891294158247,929.704901759129
"JAUJA","JUNIN",0.180177042170628,530.288266426764,135.038543215505,395.249723211259,2020-08-28,179,0.0001049539818118,2021-06-05,460,0.00029793264343368,4,281,74942.2334047109,0.500636544184358,71.0874392865989,67.299428494505,8.46772077490382,751.313310310202
"JUNIN","JUNIN",0.181385898932261,167.654009322117,57.3959676041987,110.258041717918,2020-05-31,90,0.00010179861268376,2021-03-03,366,0.00022324403915521,2,276,17083.7280513919,0.431471860723871,69.796043887657,63.5031159704624,7.52619975855144,559.082131231115
"SATIPO","JUNIN",0.0561855038360664,417.620990794768,139.30543989539,278.315550899378,2020-08-31,182,4.36711154904893e-05,2021-03-07,370,5.5811845381827e-05,2,188,273478.841541756,0.393847202784345,74.0170546417817,51.3047157849826,6.78518106875986,469.339491902347
"TARMA","JUNIN",0.150373925661346,579.906282680927,159.759516535297,420.14676614563,2020-09-14,196,9.46120075159207e-05,2021-03-13,376,0.00026096917350106,2,180,93037.1970021413,0.477457888731104,74.2109156769472,63.3132082196024,7.62691752727718,676.784943248699
"YAULI","JUNIN",0.511289923248329,333.66710040769,106.579254671614,227.087845736076,2020-07-24,144,0.00012122042613183,2021-06-02,457,0.00027170594437302,3,313,34588.5374732334,0.636860163344852,76.7396915257983,69.2973092008576,9.87302436592297,1211.37136770456
"ASCOPE","LA LIBERTAD",0.414635620886808,835.191489192863,500.59435254389,334.597136648973,2020-07-25,145,0.00030308598926041,2021-04-28,422,0.00016749004049714,2,277,119730.847965739,0.584927811478705,77.7799864872892,69.6105381966272,8.75669954879699,995.308484023273
"BOLIVAR","LA LIBERTAD",0.0888842775126236,75.1520921249688,35.0032786900439,40.1488134349249,2020-07-14,134,0.00014515495701495,2021-05-04,428,0.00013103051320052,2,294,14367.5139186295,0.294998261362243,79.0069423978274,31.8539942214328,5.20579236662884,289.349034003786
"CHEPEN","LA LIBERTAD",0.211635083781785,690.702388368588,370.28585256261,320.416535805978,2020-06-13,103,0.00020148602379202,2021-05-09,433,0.00021927506627254,2,330,87631.4967880086,0.558693646146731,78.7184237362787,67.8158300242122,7.89377695184767,925.02348123647
"GRAN CHIMU","LA LIBERTAD",0.0773092369477912,97.6210621248392,51.4897298437703,46.1313322810689,2020-08-31,182,7.74913407908132e-05,2021-04-30,424,7.15851249122069e-05,2,242,28810.5117773019,0.372397790744179,73.987018923485,38.9277822619797,5.2753628991618,540.152737405416
"JULCAN","LA LIBERTAD",0.0256208963745361,92.1057709770527,47.9950121469419,44.1107588301108,2020-07-13,133,7.87607903444849e-05,2021-05-28,452,7.12326480203706e-05,2,319,26141.4817987152,0.21955269163205,72.2291722596955,41.3923798246531,3.93663380119406,167.79846762964
"OTUZCO","LA LIBERTAD",0.0565359225296037,191.717252967749,98.2859820687528,93.431270898996,2020-09-22,204,4.21984107810046e-05,2021-05-24,448,5.90226501982558e-05,2,244,83747.8586723769,0.278322949710468,75.5107599061627,39.3361922834198,4.37244459683379,271.486484457552
"PACASMAYO","LA LIBERTAD",0.288881114123833,711.855450770163,326.977246235508,384.878204534655,2020-08-16,167,0.00020053138833298,2021-05-07,431,0.00018540267901381,2,264,104900.282655246,0.57922443766549,81.4512325940241,68.6511824669064,8.46123329842832,932.177169919558
"PATAZ","LA LIBERTAD",0.153804712035005,132.461271590119,72.1880468830026,60.2732247071166,2020-08-19,170,4.81884837213096e-05,2021-06-05,460,3.83169815222961e-05,2,290,85884.6573875803,0.392855935777298,75.0844570278596,43.4591814169508,5.71487857209851,552.260619469412
"SANCHEZ CARRION","LA LIBERTAD",0.0765347460267996,214.612936227074,74.866738220986,139.746198006088,2020-09-01,183,2.81396233539103e-05,2021-05-21,445,6.52277542108807e-05,2,262,157501.704496788,0.28632748315696,75.2820576632866,43.5124916482282,3.9337196748564,305.030458880608
"SANTIAGO DE CHUCO","LA LIBERTAD",0.125825212197422,148.473671130336,70.7298107979805,77.7438603323558,2020-08-02,153,6.75424133194e-05,2021-05-12,436,8.62733516371547e-05,2,283,55868.5096359743,0.352373208439143,76.964197160893,43.5174724190343,5.50517039474119,404.556497790203
"TRUJILLO","LA LIBERTAD",0.322334889321413,6713.08111951337,3166.01129728083,3547.06982223254,2020-07-14,134,0.00025389662538446,2021-05-08,432,0.00020524151952673,2,298,1021618.69379015,0.639914596032168,79.3506828056426,68.70230972807,10.0423717198685,1164.17595895185
"VIRU","LA LIBERTAD",0.390580997357134,450.781531204699,255.10868748831,195.672843716389,2020-07-22,142,0.0002204433624929,2021-05-03,427,0.00015721560585392,3,285,121819.745182013,0.500233557710893,77.2559194358801,49.8023217054088,6.51074891191709,906.616710007589
"CHICLAYO","LAMBAYEQUE",0.310624941382437,6491.29060298172,3384.78374199264,3106.50686098908,2020-05-28,87,0.00023652893194478,2021-05-15,439,0.00022304881627399,2,352,851583.31477516,0.578176327430654,80.4988772870428,73.7840583574932,9.55096161470864,846.61488684264
"FERREÑAFE","LAMBAYEQUE",0.164502386696094,642.310211578346,372.161643043091,270.148568535256,2020-05-11,70,0.00019718156244711,2021-05-08,432,0.00013378051481324,3,362,103628.299785867,0.423008219796997,71.4470321879557,54.1654257399935,7.33534057063762,559.526630895604
"LAMBAYEQUE","LAMBAYEQUE",0.172605523536663,1494.32281144763,930.109878779594,564.212932668031,2020-06-07,97,0.00018249591699196,2021-05-05,429,0.00011361950973907,2,332,309056.087794433,0.477565771225824,75.5917812093293,60.1106356595908,7.33039940807018,693.0790158764
"BARRANCA","LIMA",0.26544351403578,1167.72611320024,540.129906362381,627.596206837854,2020-08-15,166,0.00027000170089998,2021-04-25,419,0.00026842481869774,2,253,152274.147751606,0.630704295977287,81.3050769692557,69.9872697378128,8.88709271717888,1150.06086586845
"CAJATAMBO","LIMA",0.107943284037201,116.874307732707,86.1103817071116,30.7639260255959,2020-08-29,180,0.00106949512858158,2021-06-07,462,0.00021328987670529,3,282,6589.60599571735,0.384518578224376,70.3173363480913,48.8748776877006,7.00927912397616,473.195888709113
"CAÑETE","LIMA",0.302654439551191,1987.25498662654,946.83023763301,1040.42474899353,2020-07-07,127,0.00020702427031628,2021-03-28,391,0.00023499498675764,2,264,253013.610278373,0.684562180648377,80.0253685547758,80.1432461911722,9.73046522642619,1323.85866603778
"CANTA","LIMA",0.113179771388985,111.653583201484,59.5998700955157,52.0537131059683,2020-08-21,172,0.00020854999829276,2021-03-15,378,0.00018383218832282,3,206,14112.9978586724,0.568441901944859,75.8532373268361,64.2732195054797,8.05334876366479,1039.10849101381
"HUARAL","LIMA",0.254858671654939,1390.24433337521,660.30286321059,729.941470164619,2020-07-03,123,0.00022044662158655,2021-04-24,418,0.00023125472398668,2,295,197262.593147752,0.632245619233628,79.8834211333905,69.8252874236854,8.79485114994358,1196.2695890043
"HUAROCHIRI","LIMA",0.224972052627053,500.827624762389,202.405542181215,298.422082581174,2020-08-23,174,0.00017526633517445,2021-04-24,418,0.00027018993311248,2,244,75144.0278372591,0.551932831420412,72.7521010609449,64.6635327891044,9.06592242018937,940.322793392508
"HUAURA","LIMA",0.310832949030459,1821.52718441147,862.612898347842,958.914286063629,2020-08-06,157,0.00022608292536354,2021-04-26,420,0.00024122777428403,2,263,233097.464668094,0.650962551949398,77.5267934190679,71.7864522775701,10.26314457986,1222.44184133652
"LIMA","LIMA",0.347589858581495,79061.0839573644,38298.1798953369,40762.9040620275,2020-06-12,102,0.00019213399007627,2021-03-27,390,0.00027755754086416,2,288,9188544.51605996,0.725512871501011,79.9737171619527,75.9598981137387,10.6228580246956,1530.5322258364
"OYON","LIMA",0.395118101358588,109.493519891413,44.2637677501018,65.2297521413117,2020-06-19,109,8.36005639341421e-05,2021-03-25,388,0.00016511620122496,2,279,21539.1263383298,0.577020074336881,80.6072349526267,55.9918257185396,9.04700678690705,990.899345956487
"YAUYOS","LIMA",0.171187020475981,108.349798410599,48.3848067139991,59.9649916965999,2020-08-23,174,0.00010093697552529,2021-03-17,380,0.00013114761309202,2,206,23551.7323340471,0.446639148512079,75.4560793897318,54.8209100933834,8.32922624510101,555.19386524508
"ALTO AMAZONAS","LORETO",0.119796292523936,432.938567436611,282.655344632878,150.283222803733,2020-06-29,119,0.00018175794547801,2021-04-19,413,8.86378374618067e-05,2,294,125262.82869379,0.435779309053746,74.2477434821225,35.588062906211,8.06168046231145,662.376435605074
"DATEM DEL MARAÑON","LORETO",0.0605791840270616,161.272977381592,100.23215528263,61.0408220989628,2020-07-05,125,8.2811858655509e-05,2021-02-23,358,6.3943171293309e-05,2,233,56099.3344374554,0.319824439511322,76.524353604864,22.7818714310608,5.55705781855203,417.486489184799
"LORETO","LORETO",0.0853340166888223,237.66330689189,174.980050158253,62.6832567336368,2020-06-10,100,0.00018033568477458,2021-03-05,368,6.54744093570941e-05,2,268,67391.6937901499,0.363538669551432,71.9355720425065,35.4094821208231,6.07276374485921,498.818261610802
"MARISCAL RAMON CASTILLA","LORETO",0.066677535050538,193.615529256865,113.835979318261,79.7795499386039,2020-06-04,94,0.00015239405904975,2021-02-24,359,0.00013002869714665,2,265,67487.9143468951,0.351602495483565,69.3269513610107,30.9773575489091,6.06853352289389,510.268243845686
"MAYNAS","LORETO",0.229374450367394,3175.32086346927,2213.25089534599,962.069968123283,2020-05-22,81,0.00066888172505127,2021-03-08,371,0.00019760032718925,2,290,524436.740899358,0.563807716920938,74.1934483901002,55.669689045977,10.0300261064481,983.610925940151
"PUTUMAYO","LORETO",0.0872750642673522,72.6888372178994,54.4022117763246,18.2866254415749,2020-08-07,158,0.00029964902929702,NA,NA,NA,2,NA,8005.56004802123,0.398934666479893,78.0812423810759,27.3316872991543,5.71487368823532,679.442983562329
"REQUENA","LORETO",0.0923416109791321,270.569042565685,212.872138465803,57.6969040998821,2020-05-26,85,0.00031457592441784,2021-03-24,387,4.95803456114346e-05,2,302,69622.4346895075,0.377398345687469,75.037419253324,36.4835588453122,6.78713811501431,478.85705217813
"UCAYALI","LORETO",0.0985229789336896,192.610268710057,123.163971305182,69.4462974048755,2020-06-03,93,0.00014501824229691,2021-04-16,410,7.74339315070947e-05,2,317,66480.3040685225,0.400057915393813,70.1924498503374,42.0333024066997,7.01335889452416,568.407965029654
"MANU","MADRE DE DIOS",0.0673351663162435,91.8872659966422,45.2930221552166,46.5942438414257,2020-08-09,160,0.00011212868195209,2021-04-18,412,0.0001254312505244,2,252,19811.2043187108,0.594538838982345,75.2406531682286,61.0532054303852,7.84509294670456,1248.50629853666
"TAHUAMANU","MADRE DE DIOS",0.211098035665792,75.4039716491927,45.41046301513,29.9935086340627,2020-08-18,169,0.00023596874247077,2021-05-01,425,0.00011053739992231,2,256,13746.8094218415,0.644390088785895,81.7533512643453,53.0332080328062,8.74433619748266,1404.23525291878
"TAMBOPATA","MADRE DE DIOS",0.192152430163087,691.645029302342,419.711777791044,271.933251511298,2020-07-19,139,0.00029099012793168,2021-04-21,415,0.00017864976533011,2,276,113293.374732334,0.61846243909341,73.0207946695047,65.3716896487567,9.63602914075221,1248.05394302821
"GENERAL SANCHEZ CERRO","MOQUEGUA",0.16878573831147,99.0923168396738,46.5596001633026,52.5327166763712,2020-08-29,180,0.00017070579983372,2021-06-14,469,0.00019897919413814,3,289,22748.2912205567,0.530869977186044,79.0208057291297,70.1048542195818,8.32737902515813,756.559788339402
"ILO","MOQUEGUA",0.392624147677799,722.763138871383,361.776726100389,360.986412770994,2020-08-20,171,0.00040298906118286,2021-02-11,346,0.00027246234477376,3,175,73895.3661670236,0.685808382576186,78.0712940140075,72.6519805416152,10.7732591471846,1361.66784332405
"MARISCAL NIETO","MOQUEGUA",0.382980468429624,721.19689737436,552.271444946868,168.925452427493,2020-08-28,179,0.0008267624379907,2021-02-16,351,8.30516101266891e-05,2,172,85938.3725910064,0.693239989073091,77.7514680637193,74.4583207315076,10.4162918205531,1424.67036944774
"DANIEL ALCIDES CARRION","PASCO",0.115167508031207,145.315396433388,62.7694405973015,82.545955836087,2020-08-19,170,7.06311790678715e-05,2021-03-08,371,8.73670113524498e-05,2,201,50930.556745182,0.369968545187911,72.3213502086094,81.5066506200569,7.93147342474505,301.79069310715
"OXAPAMPA","PASCO",0.131908082771236,355.958059539894,91.7458103371662,264.212249202728,2020-10-02,214,3.95779741473932e-05,2021-05-12,436,0.00016358282728208,2,222,96952.5481798715,0.42782213065429,70.323480302175,47.6444952186848,7.14895246724591,638.167731702544
"PASCO","PASCO",0.375620859244808,605.384222768434,239.731135053659,365.653087714775,2020-08-27,178,0.00013576127993116,2021-02-21,356,0.00018124967518433,3,178,142543.096359743,0.545533872036433,74.6435484772639,79.2765247691616,9.75078248655856,761.0013931533
"AYABACA","PIURA",0.0429300762027715,280.915220068082,105.416604901916,175.498615166166,2020-07-23,143,3.03511902303629e-05,2021-05-22,446,9.60402674028692e-05,3,303,129528.550321199,0.249814133319148,68.1012638683263,39.1445074960964,4.41626196938814,234.203665463361
"HUANCABAMBA","PIURA",0.0569232562936655,224.45861431236,128.665484014751,95.7931302976097,2020-08-20,171,5.21800719949909e-05,2020-12-29,302,3.39112198036279e-05,2,131,117386.99143469,0.264839997694202,65.8684894352412,50.5139070766856,4.54787582414604,250.015839739067
"MORROPON","PIURA",0.150752652335722,1183.90713577162,708.001039974596,475.906095797029,2020-06-13,103,0.00021530888273833,2021-05-08,432,0.00016976220657278,3,329,148904.980728051,0.431884363464973,74.4951784258211,58.8817776444245,6.04305812009888,608.881132725998
"PAITA","PIURA",0.250739075539679,999.601290536973,614.482755288493,385.11853524848,2020-06-14,104,0.00027317606236441,2021-04-19,413,0.00020722232405623,2,309,138371.683083512,0.547656328525822,80.1951638043102,62.5057899587151,7.84856013945713,888.000971400256
"PIURA","PIURA",0.271984596926642,5365.35747728442,2818.56866517705,2546.78881210737,2020-06-01,91,0.00024038493060761,2021-05-04,428,0.00019171619191414,3,337,855792.321199143,0.56893675120806,78.9655047100652,66.6288392678612,8.97362065841594,904.936876743046
"SECHURA","PIURA",0.143223410839006,438.493189280507,232.619558258422,205.873631022085,2020-07-25,145,0.00011902581644177,2021-05-04,428,0.00015593412655399,3,283,83526.5417558886,0.467311704001466,72.528964920427,58.0943387632927,7.24272714493848,707.974760621743
"SULLANA","PIURA",0.226409036326392,2271.45909100968,1330.69076158978,940.768329419898,2020-06-06,96,0.00033592729721297,2021-05-12,436,0.00016372341396003,2,340,328441.413276231,0.542190015191485,79.831776372044,68.1778494696093,8.39197281721102,799.196815821976
"TALARA","PIURA",0.35463753035033,1286.8180730111,578.629321227733,708.188751783364,2020-06-14,104,0.00024564177420364,2021-05-08,432,0.00031587584626562,2,328,133505.516059957,0.584521141963706,77.2337470449314,66.678921589646,9.57821063765843,970.680768564998
"AZANGARO","PUNO",0.0672784259728966,225.983856287242,87.6456966274679,138.338159659774,2020-09-06,188,5.10155793600902e-05,2021-06-24,479,6.77552849348722e-05,3,291,115953.295503212,0.319102053124564,67.4916723513478,67.2153702973863,6.34756734598317,278.766179160656
"CARABAYA","PUNO",0.0457434330760208,136.879054539305,43.3867909928929,93.4922635464124,2020-09-07,189,4.70132869436329e-05,2021-03-19,382,5.82008030938437e-05,2,193,92802.7794432548,0.340435297006813,66.0545748822214,65.5816240605843,5.92147600883278,360.7894840158
"CHUCUITO","PUNO",0.0480438641828273,200.595276594895,83.5307588947307,117.064517700165,2020-09-05,187,7.55892088327955e-05,2021-02-26,361,8.68568725359831e-05,2,174,130859.912205567,0.345184028727735,73.8397405932702,71.5233358497726,7.19735037435326,273.878404952751
"EL COLLAO","PUNO",0.0643570556373086,215.514287480399,86.0384099239949,129.475877556404,2020-09-01,183,0.00010793002750431,2021-05-30,454,0.00010006064646546,2,271,71415.2997858672,0.379336136556248,78.3756743245553,73.232582272884,6.8501574319071,331.371875886155
"HUANCANE","PUNO",0.0564430799118836,153.756430650977,73.1127515636212,80.6436790873554,2020-09-04,186,6.75098450895681e-05,2021-02-27,362,7.18841721366913e-05,3,176,53008.5524625268,0.317619644629901,71.3802543246835,68.0873728857878,6.10312517031751,259.944826162007
"LAMPA","PUNO",0.119223614646564,130.710714638289,55.893781460192,74.8169331780974,2020-09-01,183,9.40488932419147e-05,2021-06-16,471,0.00010646421482521,3,288,46414.4518201285,0.430827933289682,75.8339313451517,69.6859406529197,7.14681679676042,489.202974161823
"MELGAR","PUNO",0.116714826178915,183.935333606111,67.9018710055505,116.033462600561,2020-09-14,196,7.83620522659433e-05,2021-06-13,468,0.00011458000254448,3,272,69084.5631691649,0.429420492644373,72.5516883157497,70.4254672838051,7.30861655899434,506.203559311814
"MOHO","PUNO",0.0429301878195717,74.0087303883923,36.6248115903206,37.3839187980717,2020-09-15,197,0.00012418095043641,2021-04-06,400,8.44608670352798e-05,2,203,18412.5824411135,0.280311931726885,73.8861062885189,66.3071558529217,5.42495952980476,196.964513278744
"PUNO","PUNO",0.219550420512634,1239.62745543074,536.795724870223,702.831730560518,2020-09-02,184,0.00033282948936793,2021-06-11,466,0.000169751568284,3,282,240640.357601713,0.542559077308547,70.3790893893507,77.9338175858188,9.48313628139396,836.614247174589
"SAN ANTONIO DE PUTINA","PUNO",0.0340874477335032,86.4985301089696,44.0035816417612,42.4949484672084,2020-09-11,193,7.42345160618178e-05,2021-06-24,479,6.16740427828854e-05,3,286,59768.9807280514,0.499884882646757,63.8257916823187,70.9630805919349,7.1848972198429,952.269802242344
"SAN ROMAN","PUNO",0.161640377727972,1180.3806011874,568.944095099113,611.436506088285,2020-09-01,183,0.00019841342820781,2021-06-17,472,0.00011263542746722,3,289,312957.5901921,0.558649239045766,73.6133348636953,78.5027175158103,9.82288611153143,831.465387473632
"SANDIA","PUNO",0.0346261479642111,123.431919390371,57.362570488588,66.0693489017828,2020-09-07,189,5.77186682123953e-05,2021-04-20,414,5.47820307408543e-05,2,225,59820.5464400428,0.407680405527594,73.0529604491312,67.7945714289142,6.62646909986069,469.449685754295
"YUNGUYO","PUNO",0.0557946885405669,170.011428771647,62.7079632113919,107.303465560255,2020-08-31,182,0.00012495366598728,2021-02-25,360,0.00017320356802523,3,178,39469.9550321199,0.370515383968917,75.4686741270894,70.4767303460801,5.99846542213719,361.543483204792
"BELLAVISTA","SAN MARTIN",0.0788436029291516,222.178967274454,105.900661683674,116.27830559078,2020-07-22,142,0.0001150638759325,2021-04-25,419,0.00014953168920162,3,277,58452.591006424,0.419522735202935,71.0350570302997,41.7310494257045,5.81777054750123,725.347802505574
"EL DORADO","SAN MARTIN",0.053221593382673,124.066645427228,73.4429318262682,50.6237136009595,2020-07-25,145,8.83696835681982e-05,2021-05-01,425,7.77296191046021e-05,2,280,40647.1970021413,0.330864304649706,74.4711367748277,33.2641292141212,4.79956265413095,443.501029255934
"HUALLAGA","SAN MARTIN",0.101650548971134,142.678663262636,84.6468630260151,58.0318002366214,2020-08-18,169,0.00015997000475434,2021-05-10,434,0.00011734957373041,2,265,25484.1498929336,0.408309915985017,76.1572164337902,42.8327365755617,6.07508912360292,583.043112549275
"LAMAS","SAN MARTIN",0.0805927307074251,247.318715190006,131.920951402395,115.397763787611,2020-08-04,155,0.00010413184797397,2021-05-02,426,7.50225879249806e-05,3,271,82744.0085653105,0.364284623155073,71.1394501452356,44.3850842329749,5.29547615178632,503.803401791543
"MARISCAL CACERES","SAN MARTIN",0.123340451211587,317.533199309673,205.816471572115,111.716727737558,2020-07-06,126,0.00030455599337888,2021-05-13,437,0.00010081907852489,2,311,50745.869379015,0.446768919911036,71.5384269120748,46.4853309546154,6.67225382869544,744.621213999682
"MOYOBAMBA","SAN MARTIN",0.1715850120541,432.885234453266,199.07501416847,233.810220284796,2020-08-23,174,0.0001028542973432,2021-04-29,423,0.00012697692390444,2,249,143704.944325482,0.488253337000652,73.218420480436,55.6146699872817,6.90423760381112,833.499968426007
"PICOTA","SAN MARTIN",0.0982365273153286,191.66729347438,124.473696527091,67.1935969472887,2020-07-12,132,0.00024057905522478,2021-05-01,425,0.00010755497835395,2,293,45619.0985010707,0.43875531362626,75.2864985263584,42.8008774214146,6.07944032047868,726.68489834544
"RIOJA","SAN MARTIN",0.112351481916699,336.078166260463,149.735041511688,186.343124748775,2020-08-26,177,8.20591080941907e-05,2021-04-29,423,0.0001062336949708,2,246,134216.30620985,0.468398046922593,73.5971272588436,51.818519744385,6.27262783446166,809.146389977694
"SAN MARTIN","SAN MARTIN",0.273823765504027,1043.64565326624,650.151728418997,393.493924847241,2020-07-09,129,0.00041974821026724,2021-05-07,431,0.00014191646615184,2,302,195847.608137045,0.607513016930018,72.5342766423803,70.5556801299312,9.30329937037525,1177.56283069286
"TOCACHE","SAN MARTIN",0.139003372049457,228.790846717638,132.161127281898,96.6297194357403,2020-08-17,168,0.00012016518003721,2021-05-08,432,7.4486444368682e-05,2,264,62310.2419700214,0.505567200470222,69.6255931326655,57.4621378682054,7.18139631405493,952.754744001745
"CANDARAVE","TACNA",0.0811209439528024,57.8042494157206,24.9092877236722,32.8949616920484,2020-08-24,175,0.0003065508846388,2021-03-29,392,0.00022148634434202,2,217,6551.55246252677,0.367674453157097,70.4622169633684,63.0215562716143,6.94233301061103,373.475657756495
"JORGE BASADRE","TACNA",0.327763854079644,74.8029718205843,37.6013527452233,37.2016190753611,2020-08-17,168,0.00022180805247932,2021-03-09,372,0.00017197511968141,2,204,8995.78158458244,0.680273531494902,74.169926130968,69.2569226135371,10.3224242833094,1503.75832104862
"TACNA","TACNA",0.248812682993704,1773.71022322711,769.316362451,1004.39386077611,2020-09-01,183,0.00026619143192165,2021-02-28,363,0.00024210301865363,3,180,326372.526766595,0.6078728410369,76.6924914973493,73.5615211418255,10.3555442079076,1000.32583878523
"TARATA","TACNA",0.111421069904824,63.0764129134211,24.2283979867566,38.8480149266645,2020-09-15,197,0.00020426031412763,2021-02-25,360,0.00029925555716294,3,163,6652.96145610278,0.430831228039735,77.6844239702866,74.0089118325403,7.70361788027173,439.71612255403
"CONTRALMIRANTE VILLAR","TUMBES",0.202023080210856,170.122147573432,85.606455485178,84.5156920882544,2020-06-22,112,0.00019488697994768,2021-03-14,377,0.00018169807676579,2,265,19831.5607490186,0.544228946249763,73.0380877853086,62.7054458957735,8.17318111896323,970.493524288476
"TUMBES","TUMBES",0.257256617751449,1194.91181781451,603.647840016355,591.26397779816,2020-06-25,115,0.00025186802905978,2021-04-23,417,0.00022768468485582,2,302,163070.462526767,0.590134727638241,77.0915194273731,70.9506230409771,9.36585997185352,984.055436872424
"ZARUMILLA","TUMBES",0.120076160838588,259.044199160666,146.700684776738,112.343514383928,2020-06-17,107,0.00018263899519496,2021-04-22,416,0.00014980532772671,2,309,54683.6552462527,0.509087359993274,72.1033006378523,62.9438683604687,8.20986463921996,812.207180516498
"ATALAYA","UCAYALI",0.0718514313518774,149.293461570665,73.3878069309854,75.9056546396791,2020-06-21,111,4.77377390410803e-05,2021-05-21,445,7.24726891282584e-05,2,334,51577.9464668094,0.326395408705732,60.8834151284497,28.232614549027,6.15023622392637,522.325043574828
"CORONEL PORTILLO","UCAYALI",0.19179890048104,2853.95414231278,1553.46977495662,1300.48436735617,2020-05-24,83,0.00036201559421177,2021-04-19,413,0.0002525209667077,2,330,368063.01245762,0.523483840595505,73.4022655071883,55.5098599878599,8.92586616988869,865.524789461435
"PADRE ABAD","UCAYALI",0.0769461127655681,211.605021904522,106.893871100485,104.711150804036,2020-06-23,113,7.90390218479183e-05,2021-04-27,421,9.13613763812078e-05,2,308,56940.3015893393,0.438605303975358,78.0722532449041,44.6010457172322,6.5723317651163,642.335437989836
"PURUS","UCAYALI",0.147202797202797,34.3466968948667,19.176840508977,15.1698563858897,2020-09-08,190,0.00023440581743363,2021-04-26,420,0.00030246108094772,3,230,3681.09207708779,0.348426822358967,67.2736219863883,20.5436482331795,7.47042139432982,551.691330811128
