"prov_cdc","dpt_cdc","perc_essalud","deaths","deaths_first_wave","deaths_second_wave","date_first_peak","day_first_peak","mort_first_peak","date_second_peak","day_second_peak","mort_second_peak","n_peak","dist_peaks","pop","HDI","life_exp","perc_secondary","education_years","household_per_capita_income"
"OCROS","ANCASH",0.0838187242506038,80.1247002378481,34.4229625651154,45.7017376727327,2020-07-08,128,0.00020581043839795,2021-05-19,443,0.00030619853869635,2,315,9808.83940042827,0.465454484624551,79.0303151831916,61.220711135273,7.24808367187422,604.554690696738
"PALLASCA","ANCASH",0.0867991996934996,112.296264373028,40.5056408343006,71.7906235387278,2020-08-19,170,5.27806312755809e-05,2021-05-03,427,0.00020529563464773,2,257,26433.9528907923,0.327174294684724,66.7340368030451,41.3072213176422,5.89643421658593,394.536919208983
"POMABAMBA","ANCASH",0.119706380575946,124.901008454344,57.7600191342838,67.1409893200601,2020-06-03,93,9.06575764404019e-05,2021-05-20,444,0.00014278475912501,2,351,27309.6573875803,0.341970981075689,75.8754885566523,44.8674821522648,5.26164332658915,386.531711039014
"RECUAY","ANCASH",0.136165260401513,115.734292763574,49.5954236174858,66.1388691460883,2020-08-27,178,0.000115305144321,2021-04-26,420,0.00025759070374975,2,242,17937.8715203426,0.426784731367209,69.3897955703194,67.2467870471579,7.31690869210289,541.724793887618
"SANTA","ANCASH",0.307544394651761,3881.40023770799,1865.56025802364,2015.83997968435,2020-06-17,107,0.00024311774673374,2021-05-21,445,0.00026084811161128,2,338,443566.160599572,0.615220775075721,78.7010920996672,70.5187737180216,9.57981271560028,1066.77561352218
"SIHUAS","ANCASH",0.093581995476623,106.372729956536,43.2526797773082,63.1200501792279,2020-08-19,170,5.72304461226205e-05,2021-05-14,438,0.00012877797098506,2,268,26893.1905781585,0.314323545628663,74.2569261024711,43.4913718908749,5.57583267547247,309.200258927494
"YUNGAY","ANCASH",0.0820007474282567,165.35331309583,66.663545405736,98.6897676900943,2020-08-25,176,5.8389890176105e-05,2021-05-17,441,0.00010173983237546,2,265,53884.3725910064,0.335807832904921,72.029275552493,47.4840542360068,5.01326400655057,398.303366955297
"ABANCAY","APURIMAC",0.216992399565689,585.035013804219,180.207763750246,404.827250053974,2020-09-07,189,9.99136106019909e-05,2021-05-27,451,0.00021873028313053,2,262,102553.618843683,0.521312966360625,72.2931901513284,74.0406710350489,8.74224582905599,771.417583989224
"ANDAHUAYLAS","APURIMAC",0.11506418579841,495.065933045383,116.163432480478,378.902500564905,2020-08-28,179,3.45845571546874e-05,2021-05-13,437,0.00016193132850427,2,258,158685.040685225,0.421882784759833,76.0517282607,69.8832394895455,6.23671342249716,500.543327286909
"ANTABAMBA","APURIMAC",0.133598585322723,90.2140844018754,38.7623438011984,51.4517406006771,2020-06-05,95,0.00013633887192819,2021-06-06,461,0.00019526156474601,3,366,12196.8201284797,0.323102353598462,55.2318352315257,53.2058235696712,6.31287233727819,436.293467395509
"AYMARAES","APURIMAC",0.115851400831036,124.513966302881,45.5839396465161,78.9300266563644,2020-09-27,209,8.49584736223511e-05,2021-06-11,466,0.00021218834584488,2,257,28928.6980728051,0.355128189993284,66.2103227572815,59.4766181280802,6.09167696126474,414.118631762125
"CHINCHEROS","APURIMAC",0.0833425420469865,178.7553013003,52.2776376372455,126.477663663055,2020-06-08,98,2.37889526585579e-05,2021-05-17,441,0.00016736673284926,2,343,52468.4246433895,0.344303514850603,70.3843664811499,63.3283833983428,5.58027763282111,358.943588059456
"COTABAMBAS","APURIMAC",0.120045009475679,117.702202109917,37.7248192691005,79.9773828408163,2020-09-17,199,3.47645441184668e-05,2021-06-14,469,9.21462327990663e-05,2,270,51252.8886509636,0.372053682028399,71.9607873428565,71.6916796501351,5.66581194109178,402.146217119579
"GRAU","APURIMAC",0.101638263816966,108.643754071271,33.9888909375596,74.6548631337113,2020-08-03,154,6.00373887070725e-05,2021-06-07,462,0.00016369734363595,3,308,23197.7344753747,0.304488319025415,64.3011270570907,61.7900404774381,6.01827022178805,282.966386079871
"AREQUIPA","AREQUIPA",0.369584549824871,6757.06463772928,3707.07316100394,3049.99147672534,2020-08-13,164,0.00028271935295751,2021-06-24,479,0.00024343493759001,3,315,1061359.14132762,0.66933497919903,78.3036245961391,79.3653044880218,11.0774207208015,1190.46607851021
"CAMANA","AREQUIPA",0.229914098029308,385.102272916194,93.5763058083109,291.525967107883,2020-08-31,182,9.11730861976717e-05,2021-02-23,358,0.0003974081022648,3,176,61170.4111349036,0.624133348573477,82.2909228426172,71.5367158166053,9.28470374601418,1057.13176845951
"CARAVELI","AREQUIPA",0.190731872490688,233.040700068854,87.3557959060654,145.684904162788,2020-09-03,185,9.13661524763682e-05,2021-05-21,445,0.00017021354195704,2,260,44125.7644539615,0.616486844457873,83.0511146432875,56.6378180730309,8.97038539381292,1151.21721663655
"CASTILLA","AREQUIPA",0.272562371762467,173.354827046439,59.0826404019732,114.272186644466,2020-08-22,173,0.00010679769129387,2021-06-13,468,0.00025734680540618,3,295,35289.6445396146,0.566243808886177,76.320191252826,55.8990242359979,8.34473829681924,1065.82804077027
"CAYLLOMA","AREQUIPA",0.170955734058614,435.1094071649,173.173377960475,261.936029204425,2020-08-30,181,0.0001486443751821,2021-06-21,476,0.00021812792779064,3,295,102115.423982869,0.588818268722751,78.944104632065,66.472258861566,8.37719011866829,1043.7226408001
"CONDESUYOS","AREQUIPA",0.26988460106713,90.5107205669095,37.154040901974,53.3566796649355,2020-06-22,112,8.44244800891705e-05,2021-06-21,476,0.00019405718396165,3,364,15660.0578158458,0.581571123130452,79.3288319519535,55.7743903391756,8.10252689300621,1111.25631172046
"ISLAY","AREQUIPA",0.391167313679517,392.86875279906,154.890684152061,237.978068646999,2020-08-25,176,0.00021250912419432,2021-06-22,477,0.00033673986278332,3,301,50989.7944325482,0.630938131124971,76.6858529078268,75.9134558470673,9.6457256750217,1144.74971788551
"LA UNION","AREQUIPA",0.107429640601855,76.4838349974663,36.0950622386709,40.3887727587954,2020-08-14,165,0.00015345633007653,2021-03-09,372,0.00011863764364543,2,207,12448.2141327623,0.357948486236479,83.434103489107,36.844029074813,6.01140119630745,386.164564108895
"CANGALLO","AYACUCHO",0.0748940643169201,115.359870259392,47.203598114892,68.1562721444998,2020-10-13,225,5.46356056994071e-05,2021-04-12,406,0.00011858945984009,2,181,31087.2376873662,0.329311567938455,79.140510475918,56.2742308251032,5.03522721112767,307.460646553363
"HUAMANGA","AYACUCHO",0.183193122461852,1131.95949752442,568.783918225268,563.175579299157,2020-08-29,180,0.00017858082973457,2021-04-03,397,0.00010337838528071,2,217,311497.094218415,0.489395999823841,70.7192899658581,69.2593391098192,8.75770512103939,685.911484171063
"HUANCA SANCOS","AYACUCHO",0.130455464383399,56.1496408346764,30.244432753702,25.9052080809745,2020-08-17,168,0.00023283463226422,2021-06-01,456,0.00014480318196533,2,288,9021.63169164882,0.382788203623698,73.2167424598838,45.7645541686211,5.91424273496156,507.476860495097
"HUANTA","AYACUCHO",0.0868598126662643,301.328743979304,123.449197520991,177.879546458313,2020-09-11,193,7.76679307952343e-05,2021-05-04,428,0.0001222884052269,2,235,107061.549018197,0.389530096039708,74.7355394430232,59.494835291961,6.008926169374,453.546081334879
"LA MAR","AYACUCHO",0.0555673502894428,202.282004117113,97.697525736406,104.584478380707,2020-08-30,181,8.26137464713716e-05,2021-04-18,412,8.85162635320667e-05,2,231,84625.6727385217,0.332574685607884,77.4837403395886,51.8591762320334,4.98146905289913,339.108442632843
"LUCANAS","AYACUCHO",0.15646430798005,177.311998144323,66.5519325253648,110.760065618959,2020-08-19,170,5.54813296730335e-05,2021-03-18,381,8.77547932207926e-05,2,211,61133.113490364,0.425449006035701,68.2715784674188,61.8904803993351,6.926992757643,591.812363331747
"PARINACOCHAS","AYACUCHO",0.1708304710944,141.607932643556,51.4823673512436,90.1255652923122,2020-05-31,90,6.64411634724101e-05,2021-04-26,420,0.0001644323150782,2,330,32464.0877944326,0.41744346365726,59.8574101693581,66.4988874562135,7.39997678640656,637.712116055241
"PAUCAR DEL SARA SARA","AYACUCHO",0.18243313560204,76.5710754867119,33.7610732629657,42.8100022237462,2020-06-12,102,0.00010534858036128,2021-06-03,458,0.00021448457184765,2,356,10130.0449678801,0.435518521210977,71.8986208580141,54.403137293871,7.76519954185495,579.938761959924
"SUCRE","AYACUCHO",0.164637374272102,69.8565539484757,32.3037278549421,37.5528260935336,2020-08-23,174,0.00013326996477077,2021-04-21,415,0.00023712433435849,2,241,10033.5310492505,0.387487977919471,69.6052736101509,51.2704080781541,6.56388742162989,500.143230501762
"VICTOR FAJARDO","AYACUCHO",0.177781093042916,99.0080746394717,48.7483238598683,50.2597507796034,2020-08-18,169,9.32174195086834e-05,2021-03-11,374,0.00010541553426149,2,205,20070.8158458244,0.375382199657322,77.8908315860273,50.6607388210639,5.72956489802062,430.043556980317
"VILCAS HUAMAN","AYACUCHO",0.0791767985291501,84.8387980970677,31.6210967496939,53.2177013473738,2020-08-24,175,0.0001083757180601,2021-03-12,375,0.00017388913858764,2,200,19738.2740899358,0.314307958949445,70.3819863468504,49.264415780583,4.76510026411035,350.506724848571
"CAJABAMBA","CAJAMARCA",0.0908610461505939,207.333604590006,79.2621565250524,128.071448064954,2020-09-05,187,5.15357270357914e-05,2021-05-03,427,0.00010987208713561,2,240,78820.3683083512,0.350381975931075,77.6865273802094,40.9987840980574,4.67969015653788,453.773965358046
"CAJAMARCA","CAJAMARCA",0.212982122818447,1550.21979617474,702.658446084519,847.561350090221,2020-08-19,170,0.00017825755999035,2021-04-28,422,0.00020260866670687,2,252,394885.445396146,0.535394003901843,74.3576462803946,66.1656310876615,7.98882852622377,891.363127317745
"CELENDIN","CAJAMARCA",0.0782712053006929,256.023744224647,98.7262692522052,157.297474972442,2020-09-02,184,7.6812580437777e-05,2021-05-14,438,0.00014707552818094,2,254,87843.8072805139,0.322969234443926,71.896574510155,47.8227175442448,4.88058033243385,364.853648384168
"CHOTA","CAJAMARCA",0.0843660829183685,295.46888925201,102.661067263219,192.807821988791,2020-09-11,193,3.33905624029288e-05,2021-06-06,461,6.95002069854793e-05,2,268,143476.265524625,0.360510072551923,72.2055586099082,53.3047491541612,4.93057635087941,463.229234725344
"CONTUMAZA","CAJAMARCA",0.135846603834904,126.350120281077,42.4940059851693,83.8561142959074,2020-08-18,169,7.93251455973228e-05,2021-04-20,414,0.00018964198675332,2,245,28919.1027837259,0.422103348701852,71.661594064657,46.7405919874817,6.25671146467925,657.378819401495
"CUTERVO","CAJAMARCA",0.0793552181440156,244.905120371819,78.1310209319912,166.774099439828,2020-08-22,173,3.18721978092614e-05,2021-05-12,436,8.42160726873223e-05,2,263,124257.7751606,0.354765665560503,76.3235328163821,47.5700443321507,4.89019814361015,434.908474234661
"HUALGAYOC","CAJAMARCA",0.105242225187314,198.126606842913,79.7007946728498,118.425812170063,2020-08-16,167,6.25584293711311e-05,2021-05-03,427,0.00010006986775308,2,260,94959.7665952891,0.369343332788354,76.9722036469303,54.5959747290954,4.38253245338581,490.018233426607
"JAEN","CAJAMARCA",0.133326502437551,893.371074480517,491.739828592244,401.631245888273,2020-08-12,163,0.00021754175663661,2021-05-16,440,0.00010524756093116,2,277,187367.64882227,0.494398319418157,75.5060055229984,56.1583055293112,7.07986919213984,809.429169260716
"SAN IGNACIO","CAJAMARCA",0.0532460572653499,251.458931677876,115.556512213796,135.902419464079,2020-09-01,183,5.74311402218315e-05,2021-06-02,457,5.65039717552446e-05,2,274,139858.989293362,0.359697614389447,75.5914669937916,47.5405379056677,5.35322724669787,429.461124399921
"SAN MARCOS","CAJAMARCA",0.0786229549092572,147.513422283226,49.4948827926903,98.0185394905361,2020-08-27,178,4.30705173647715e-05,2021-04-29,423,0.00014863052543546,2,245,49248.7173447537,0.338971877022097,70.045564284885,43.4647469764008,4.68762339369651,465.142609565409
"SAN MIGUEL","CAJAMARCA",0.0696088439067828,127.017441848347,44.3976354014441,82.619806446903,2020-08-09,160,3.87317478271236e-05,2021-05-14,438,0.00010101263553571,2,278,47004.6338329764,0.370704804639486,74.7036782895596,51.4756782137602,5.15528368488564,469.653118599261
"SAN PABLO","CAJAMARCA",0.0765330300445455,113.526988340874,49.2517318518098,64.2752564890646,2020-09-08,190,0.00011296257840164,2021-05-14,438,0.00013328879605764,2,248,19668.2077087794,0.312599948625524,66.5857020198605,43.1194895451432,4.82518588859006,393.444711642417
"SANTA CRUZ","CAJAMARCA",0.120143149284254,126.995216043492,67.8994495065148,59.0957665369771,2020-08-17,168,7.81242194081105e-05,2021-05-14,438,8.74303760389058e-05,2,270,39970.3576017131,0.390976160229843,71.3975638869178,51.3768885832591,5.99244324187291,524.159512360147
"CALLAO","CALLAO",0.384790657359421,9837.76752189148,5209.86769843182,4627.89982345966,2020-06-09,99,0.00028162916347191,2021-03-23,386,0.00026454768703463,2,287,1044457.09207709,0.640163109859599,78.0875927941174,73.1438947822696,9.95816444902044,1162.47254646925
"ACOMAYO","CUSCO",0.0549258936355711,93.3476094443072,44.0999062062617,49.2477032380454,2020-09-10,192,9.96222360473978e-05,2021-05-17,441,0.00010264629636415,2,249,23096.0706638116,0.297651102095443,60.6132865939465,61.1332900095734,5.03097932932135,328.641072829576
"ANTA","CUSCO",0.0795822510052308,249.007096918795,86.2309727225746,162.77612419622,2020-09-04,186,9.95127012028427e-05,2021-04-25,419,0.00017835801091054,2,233,53884.9143468951,0.394515119323147,74.5892389466295,62.9284748727215,6.48583703036108,436.882101741159
"CALCA","CUSCO",0.0777610640487689,141.807771097467,50.2026247677235,91.6051463297431,2020-09-06,188,4.42474999091829e-05,2021-05-05,429,7.81599961193667e-05,2,241,70888.2719486081,0.389339846392094,73.1511054196201,58.7163522798819,6.11375543241651,464.22533736075
"CANAS","CUSCO",0.0328777244181751,105.113867192558,32.5455920287422,72.5682751638159,2020-08-31,182,6.12118312130454e-05,2021-06-13,468,0.00011454561244903,3,286,34076.539614561,0.256786798672869,62.2430366259242,62.9757449588382,5.21781298101526,207.712804744474
"CANCHIS","CUSCO",0.127038653496774,444.662823626779,154.687397192138,289.975426434641,2020-09-13,195,0.00010981687558325,2021-03-14,377,0.0001460440741206,4,182,97607.130620985,0.468225536616414,75.8063724478906,69.1000339727015,7.45742860283051,604.522354523759
"CHUMBIVILCAS","CUSCO",0.0647191687998795,166.426143245702,34.1460868942844,132.280056351418,2020-08-29,180,2.43084518123834e-05,2021-02-19,354,0.00013060030609565,3,174,75401.0578158458,0.33722823720575,68.7596447455726,58.0870992477489,5.00834850424487,392.791272296416
"CUSCO","CUSCO",0.309612858253572,2321.83761770637,1003.8075363137,1318.03008139267,2020-08-31,182,0.00026964835563858,2021-05-02,426,0.00016715434265311,2,244,484949.374732334,0.665288583510104,76.7029699148057,80.3458185014857,11.1111597730296,1195.49570999493
"ESPINAR","CUSCO",0.18175818832274,144.951654970611,62.6940070911478,82.2576478794632,2020-08-26,177,7.77710902777436e-05,2021-06-09,464,7.05818135941432e-05,2,287,63483.3982869379,0.463360639814818,68.4218087030339,72.3251767053048,6.97489577821662,695.033989160759
"LA CONVENCION","CUSCO",0.0896036643379455,484.471517624339,155.31380315741,329.15771446693,2020-09-03,185,6.58863162847595e-05,2021-04-13,407,9.88232568368325e-05,2,222,160092.745711398,0.45051159283271,75.9727384839106,60.9056038512474,7.11999455562629,590.402809202408
"PARURO","CUSCO",0.0383306606172019,139.935922286845,77.3514678629,62.5844544239449,2020-08-30,181,0.00015689029153649,2021-05-20,444,0.00010906788413483,3,263,25218.0535331906,0.248395089228038,63.7983314880683,51.0211495226499,4.38265784995617,226.787260943516
"PAUCARTAMBO","CUSCO",0.0315970261622436,116.606215366073,32.5307531473416,84.0754622187314,2020-09-04,186,4.75078565085722e-05,2021-04-29,423,0.00013555080332644,2,237,47431.7773019272,0.242395128877282,62.6226016082912,54.6564443463687,3.82613137283929,235.484452251125
"QUISPICANCHI","CUSCO",0.0648404437835983,342.015288627852,118.023647813865,223.991640813987,2020-09-09,191,7.71857948801368e-05,2021-05-15,439,0.00012076133490911,2,248,88405.3832976445,0.346616053888373,65.5341696614332,60.4243658768577,5.44572334871301,420.779530886624
"URUBAMBA","CUSCO",0.168063353035117,215.558247802432,69.5435248891073,146.014722913325,2020-09-12,194,9.72391278579158e-05,2021-04-01,395,0.00012235838307022,2,201,64803.1777301927,0.53802549264507,76.8043168508556,70.6988512553391,8.1306539409039,826.998740839842
"ACOBAMBA","HUANCAVELICA",0.0594116415410385,143.343938242708,59.7114622880865,83.6324759546218,2020-08-30,181,8.41424190791663e-05,2021-04-27,421,0.00015185694969698,2,240,65464.7922912206,0.308727887798234,74.9527914742313,58.4629515367926,5.15688784510007,269.353467736773
"ANGARAES","HUANCAVELICA",0.174365435811978,184.380132624118,89.2052873093469,95.1748453147716,2020-08-25,176,0.00010983419422282,2021-04-27,421,0.00010131856194977,2,245,60490.8501070664,0.325894433932419,72.2052196429366,52.9459122545163,5.44468259688487,329.17589154816
"CASTROVIRREYNA","HUANCAVELICA",0.124231154341296,86.2093143524362,41.4481712959825,44.7611430564537,2020-07-21,141,0.0001161707021179,2021-05-24,448,0.00016331296258685,2,307,16280.6937901499,0.395403763628716,64.8268502893657,52.0209795238551,7.11448540310293,555.282129423511
"CHURCAMPA","HUANCAVELICA",0.0771713073944311,101.235862634558,44.4543764484836,56.7814861860742,2020-07-19,139,4.96767058215821e-05,2021-04-23,417,0.00010198240745883,2,278,34730.6509635974,0.320636220266902,66.0421418624506,58.6792325573248,5.02498223400303,360.397486604144
"HUANCAVELICA","HUANCAVELICA",0.187790081179272,541.22360879499,206.340595848026,334.883012946964,2020-08-31,182,0.00019405927716708,2021-04-12,406,0.00016231371663073,2,224,138608.310492505,0.426498716124205,67.227369891136,65.9395602947732,7.39992418657104,567.85298264176
"HUAYTARA","HUANCAVELICA",0.0917840783904447,117.9693896603,67.2706612226354,50.6987284376642,2020-08-18,169,0.00021525253019326,2021-05-26,450,0.00014314246725731,2,281,19430.5931477516,0.401376031385841,67.6642429090566,50.8181000787677,6.62698453160886,574.331071046173
"TAYACAJA","HUANCAVELICA",0.0574917386337113,233.905551930831,71.4374089026393,162.468143028192,2020-08-30,181,5.64584717858533e-05,2021-03-16,379,0.00011552197477558,2,198,93219.4314389721,0.36393637351504,71.6108563599884,58.4220534632254,5.39033004807055,432.966080553158
"AMBO","HUANUCO",0.0921580188679245,201.34239566171,67.4019544338921,133.940441227817,2020-08-27,178,6.32945544139112e-05,2021-02-19,354,0.00014158452145384,3,176,49622.3832976445,0.375436336723439,74.3190574141137,54.6242734844184,5.24769388230095,470.761947632847
"DOS DE MAYO","HUANUCO",0.103854711648325,145.844296705789,47.5490521247471,98.295244581042,2020-06-22,112,4.29245180426744e-05,2021-05-27,451,0.00016245549066309,2,339,44277.5674518201,0.385045066532898,67.7873489021937,52.2317952540784,5.81069931985946,548.752713544975
"HUACAYBAMBA","HUANUCO",0.0740740740740741,108.896282010252,46.4135959244914,62.4826860857604,2020-08-12,163,0.00014783767615629,2021-02-25,360,0.00020479411265784,2,197,19965.9357601713,0.318457467200167,75.6960374723591,43.2259303231717,4.99618183074462,337.068005080762
"HUAMALIES","HUANUCO",0.0690059378543016,156.834712396134,59.1609725969714,97.6737397991625,2020-08-17,168,4.31168966137335e-05,2021-04-24,418,9.12767135774556e-05,2,250,64725.9379014989,0.378053917211421,74.558382082645,49.4598817463554,5.5949286537834,478.535217300952
"HUANUCO","HUANUCO",0.216771132629168,1517.54788104377,597.705782051003,919.842098992763,2020-08-20,171,0.00013778363082354,2021-02-20,355,0.0002510652027543,3,184,310898.984113465,0.528693190085859,74.746127406278,67.3995226467053,8.25874287701151,828.527184951604
"LAURICOCHA","HUANUCO",0.155871622693386,88.643160577536,41.8752999518314,46.7678606257046,2020-08-11,162,0.00011881076419247,2021-06-14,469,0.00012036194205925,3,307,28437.3104925054,0.422385974109054,71.2037257609397,51.9239008168965,7.34688074352274,570.618715702352
"LEONCIO PRADO","HUANUCO",0.145939135946413,555.954632093106,302.965782762712,252.988849330394,2020-07-26,146,0.00019272449435351,2021-02-27,362,9.82719244554582e-05,3,216,146278.428504193,0.499959701878324,73.2420779275682,58.1370106912457,7.7314710944829,812.47025731946
"MARAÑON","HUANUCO",0.0637818345729096,79.6623715650641,35.5934668919114,44.0689046731527,2020-08-10,161,5.51608268700205e-05,2021-06-11,466,7.64650680655817e-05,3,305,33557.2224024876,0.329365035168257,67.0937799923185,40.8884738952823,5.10397399970228,442.012866221503
"PACHITEA","HUANUCO",0.0354360340934519,94.7428886862649,41.9063776546339,52.836511031631,2020-08-28,179,3.70007414371853e-05,2021-02-20,355,6.11971369390671e-05,2,176,63003.9764453961,0.27313445048065,71.859155943749,36.6551524977989,3.35126187812268,356.393621223806
"PUERTO INCA","HUANUCO",0.0644477226627328,103.247044986138,49.2179890924336,54.0290558937045,2020-06-05,95,3.85453266812784e-05,2021-05-10,434,8.65514763767451e-05,2,339,26859.7516059957,0.387250062379581,71.3471152808704,32.2781868646382,5.79557434444492,649.921890295477
"YAROWILCA","HUANUCO",0.0412625018847062,94.5160640863283,45.19597249416,49.3200915921682,2020-07-21,141,0.00011438478987631,2021-02-20,355,0.00012347252040616,3,214,24211.9871520343,0.300668529919315,73.0639771887621,55.3025022707929,5.07122143611143,269.330705986296
"CHINCHA","ICA",0.417083493651404,2553.45230307966,1267.91261190844,1285.53969117122,2020-07-01,121,0.00038699113028498,2021-03-27,390,0.00024302449370746,2,269,232567.937901499,0.58832352616094,80.7315189931485,67.7754330146485,9.74306170099357,912.667454089565
"ICA","ICA",0.382627663025294,3426.28336765664,1498.08038965036,1928.20297800628,2020-08-13,164,0.0002124759984019,2021-03-03,366,0.00030749875987143,2,202,391502.376873662,0.639701672784679,79.7628963677235,77.8344685817918,10.7337909821647,1045.30969321824
