"dpt_cdc","prov_cdc","n","pob","y1","ylog","x1","sd","id","y__cascade","y_se__cascade","y_ranef__cascade"
"SAN MARTIN","LAMAS",3,90319,3.32156024756696e-05,-10.3094847278969,28,173.251165262357,"2913",-10.3094847278969,173.251165262357,"2913"
"SAN MARTIN","MARISCAL CACERES",2,70962,2.81840985316085e-05,-10.4732108005765,28,188.030728753208,"2914",-10.4732108005765,188.030728753208,"2914"
"SAN MARTIN","MOYOBAMBA",1,135453,7.38263456697157e-06,-11.8029256131552,28,365.571837819047,"2915",-11.8029256131552,365.571837819047,"2915"
"SAN MARTIN","PICOTA",1,44511,2.24663566309452e-05,-10.6990504054668,28,210.508325357739,"2916",-10.6990504054668,210.508325357739,"2916"
"SAN MARTIN","RIOJA",1,131248,7.61916372059003e-06,-11.7718045261438,28,359.927370711213,"2917",-11.7718045261438,359.927370711213,"2917"
"SAN MARTIN","SAN MARTIN",6,214538,2.79670734322125e-05,-10.4809134326549,28,188.756290802267,"2918",-10.4809134326549,188.756290802267,"2918"
"SAN MARTIN","TOCACHE",3,79159,3.78984070036256e-05,-10.1779663200738,28,162.2248214763,"2919",-10.1779663200738,162.2248214763,"2919"
"TACNA","CANDARAVE",1,7096,0.000140924464487035,-8.86657717563646,28,84.2078870945623,"2920",-8.86657717563646,84.2078870945623,"2920"
"TACNA","TACNA",32,344291,9.29446311405178e-05,-9.28243127519172,28,103.670296523665,"2921",-9.28243127519172,103.670296523665,"2921"
"TACNA","TARATA",1,6932,0.000144258511252164,-8.84321069098764,28,83.2297907380551,"2922",-8.84321069098764,83.2297907380551,"2922"
"TUMBES","CONTRALMIRANTE VILLAR",1,23535,4.24899086466964e-05,-10.0638932189787,28,153.231003491121,"2923",-10.0638932189787,153.231003491121,"2923"
"TUMBES","TUMBES",4,173472,2.30584762958864e-05,-10.6731496977568,28,207.799744450477,"2924",-10.6731496977568,207.799744450477,"2924"
"TUMBES","ZARUMILLA",2,54514,3.66878233114429e-05,-10.210343655821,28,164.872397777475,"2925",-10.210343655821,164.872397777475,"2925"
"UCAYALI","ATALAYA",2,60677,3.29614186594591e-05,-10.3171435548327,28,173.915887543858,"2926",-10.3171435548327,173.915887543858,"2926"
"UCAYALI","CORONEL PORTILLO",15,449826,3.33462272078537e-05,-10.3055715667541,28,172.912516802964,"2927",-10.3055715667541,172.912516802964,"2927"
"UCAYALI","PADRE ABAD",2,75054,2.66474804807205e-05,-10.5290702766948,28,193.356403914913,"2928",-10.5290702766948,193.356403914913,"2928"
"AMAZONAS","BAGUA",2,84445,2.36840547101664e-05,-10.6464951719782,29,205.048715191696,"2929",-10.6464951719782,205.048715191696,"2929"
"AMAZONAS","BONGARA",2,27416,7.2950102130143e-05,-9.52436502168308,29,117.001003401425,"2930",-9.52436502168308,117.001003401425,"2930"
"AMAZONAS","CHACHAPOYAS",3,61379,4.88766516235194e-05,-9.92416687089384,29,142.891190559588,"2931",-9.92416687089384,142.891190559588,"2931"
"AMAZONAS","CONDORCANQUI",2,51796,3.86130203104487e-05,-10.159334572382,29,160.720573077809,"2932",-10.159334572382,160.720573077809,"2932"
"AMAZONAS","LUYA",1,48552,2.05964738836711e-05,-10.7855472159871,29,219.812213751414,"2933",-10.7855472159871,219.812213751414,"2933"
"AMAZONAS","RODRIGUEZ DE MENDOZA",2,32524,6.14930512852048e-05,-9.69496149759924,29,127.418984735664,"2934",-9.69496149759924,127.418984735664,"2934"
"AMAZONAS","UTCUBAMBA",4,120694,3.31416640429516e-05,-10.3117065277694,29,173.443736914919,"2935",-10.3117065277694,173.443736914919,"2935"
"ANCASH","CARHUAZ",1,49800,2.00803212851406e-05,-10.8108026221972,29,222.605536633301,"2936",-10.8108026221972,222.605536633301,"2936"
"ANCASH","CASMA",1,55308,1.80805670065813e-05,-10.9151572812205,29,234.528857639224,"2937",-10.9151572812205,234.528857639224,"2937"
"ANCASH","HUARAZ",8,181637,4.4043889736122e-05,-10.028056038315,29,150.509773030072,"2938",-10.028056038315,150.509773030072,"2938"
"ANCASH","HUARMEY",2,32734,6.10985519643184e-05,-9.70138702943966,29,127.829010412986,"2939",-9.70138702943966,127.829010412986,"2939"
"ANCASH","HUAYLAS",6,57148,0.000104990550850423,-9.16068819039888,29,97.547954215565,"2940",-9.16068819039888,97.547954215565,"2940"
"ANCASH","MARISCAL LUZURIAGA",1,22408,4.46269189575152e-05,-10.0149350237881,29,149.525584488897,"2941",-10.0149350237881,149.525584488897,"2941"
"ANCASH","POMABAMBA",1,27375,3.65296803652968e-05,-10.2146517072477,29,165.227919926175,"2942",-10.2146517072477,165.227919926175,"2942"
"ANCASH","SANTA",17,468829,3.62605555543706e-05,-10.2220260094986,29,165.838264762434,"2943",-10.2220260094986,165.838264762434,"2943"
"ANCASH","SIHUAS",1,29510,3.38868180277872e-05,-10.2895378135902,29,171.531840247758,"2944",-10.2895378135902,171.531840247758,"2944"
"APURIMAC","ABANCAY",8,117485,6.80937992084096e-05,-9.5931569179462,29,121.095375087259,"2945",-9.5931569179462,121.095375087259,"2945"
"APURIMAC","ANDAHUAYLAS",3,151896,1.97503555063991e-05,-10.8272886413492,29,224.448059738386,"2946",-10.8272886413492,224.448059738386,"2946"
"APURIMAC","CHINCHEROS",2,47855,4.17929161007209e-05,-10.0803938121382,29,154.500434104092,"2947",-10.0803938121382,154.500434104092,"2947"
"APURIMAC","COTABAMBAS",1,54762,1.82608378072386e-05,-10.9052905416105,29,233.374689364865,"2948",-10.9052905416105,233.374689364865,"2948"
"APURIMAC","GRAU",1,22087,4.52755014261783e-05,-10.0005382147256,29,148.453103550862,"2949",-10.0005382147256,148.453103550862,"2949"
"AREQUIPA","AREQUIPA",52,1165606,4.46119872409716e-05,-10.0152689213572,29,149.550549687384,"2950",-10.0152689213572,149.550549687384,"2950"
"AREQUIPA","CAMANA",3,63248,4.74323298760435e-05,-9.95410044947719,29,145.045897198556,"2951",-9.95410044947719,145.045897198556,"2951"
"AREQUIPA","CARAVELI",4,44179,9.05407546571901e-05,-9.30860661540551,29,105.036016717999,"2952",-9.30860661540551,105.036016717999,"2952"
"AREQUIPA","CAYLLOMA",2,96625,2.06985769728331e-05,-10.780625988365,29,219.272005676711,"2953",-10.780625988365,219.272005676711,"2953"
"AREQUIPA","ISLAY",1,58026,1.72336538792955e-05,-10.9628606351857,29,240.190009796616,"2954",-10.9628606351857,240.190009796616,"2954"
"AYACUCHO","HUAMANGA",12,305662,3.9259050847014e-05,-10.1427846007302,29,159.396100168738,"2955",-10.1427846007302,159.396100168738,"2955"
"AYACUCHO","HUANTA",3,99310,3.02084382237438e-05,-10.4040843949874,29,181.64281385498,"2956",-10.4040843949874,181.64281385498,"2956"
"AYACUCHO","LA MAR",3,79071,3.79405850438214e-05,-10.1768569407045,29,162.134861993335,"2957",-10.1768569407045,162.134861993335,"2957"
"AYACUCHO","LUCANAS",2,54415,3.67545713498116e-05,-10.2085308941107,29,164.723028295635,"2958",-10.2085308941107,164.723028295635,"2958"
"AYACUCHO","VILCAS HUAMAN",1,17999,5.55586421467859e-05,-9.79627319765843,29,134.039776952278,"2959",-9.79627319765843,134.039776952278,"2959"
"CAJAMARCA","CAJABAMBA",1,82286,1.21527355807792e-05,-11.3097613331874,29,285.682389239685,"2960",-11.3097613331874,285.682389239685,"2960"
"CAJAMARCA","CAJAMARCA",10,379923,2.63211229643902e-05,-10.5413467554437,29,194.54692191092,"2961",-10.5413467554437,194.54692191092,"2961"
"CAJAMARCA","CHOTA",6,153317,3.91346034686304e-05,-10.1459514590083,29,159.648692526675,"2962",-10.1459514590083,159.648692526675,"2962"
"CAJAMARCA","CUTERVO",3,127579,2.35148417843062e-05,-10.6536351544351,29,205.782045518905,"2963",-10.6536351544351,205.782045518905,"2963"
"CAJAMARCA","HUALGAYOC",2,85607,2.33625754903221e-05,-10.6601039385684,29,206.448702868836,"2964",-10.6601039385684,206.448702868836,"2964"
"CAJAMARCA","JAEN",4,202868,1.97172545694737e-05,-10.828957556847,29,224.635430326609,"2965",-10.828957556847,224.635430326609,"2965"
"CAJAMARCA","SAN IGNACIO",3,145735,2.05853089511785e-05,-10.7860868221615,29,219.871527766485,"2966",-10.7860868221615,219.871527766485,"2966"
"CAJAMARCA","SAN MARCOS",1,51730,1.933114247052e-05,-10.8486334969973,29,226.85629344817,"2967",-10.8486334969973,226.85629344817,"2967"
"CAJAMARCA","SAN MIGUEL",2,48059,4.16155142637175e-05,-10.0846374536575,29,154.828604368672,"2968",-10.0846374536575,154.828604368672,"2968"
"CAJAMARCA","SANTA CRUZ",2,39106,5.11430471027464e-05,-9.87893061543713,29,139.695535462695,"2969",-9.87893061543713,139.695535462695,"2969"
"CALLAO","CALLAO",70,1129854,6.1954907448219e-05,-9.68749096083151,29,126.943928414246,"2970",-9.68749096083151,126.943928414246,"2970"
"CUSCO","ACOMAYO",3,25126,0.000119398232906153,-9.03220897409825,29,91.4785471165305,"2971",-9.03220897409825,91.4785471165305,"2971"
"CUSCO","ANTA",4,62937,6.35556191111747e-05,-9.66202295545642,29,125.337672825261,"2972",-9.66202295545642,125.337672825261,"2972"
"CUSCO","CALCA",1,72394,1.38132994447054e-05,-11.1826653806807,29,268.092666251197,"2973",-11.1826653806807,268.092666251197,"2973"
"CUSCO","CANCHIS",10,107291,9.32044626296707e-05,-9.27964262028302,29,103.525846911454,"2974",-9.27964262028302,103.525846911454,"2974"
"CUSCO","CUSCO",21,495343,4.23948657798737e-05,-10.0661272945109,29,153.402263943344,"2975",-10.0661272945109,153.402263943344,"2975"
"CUSCO","ESPINAR",1,64358,1.55380838435004e-05,-11.0658013467531,29,252.876359937245,"2976",-11.0658013467531,252.876359937245,"2976"
"CUSCO","LA CONVENCION",5,173482,2.88214339239806e-05,-10.4509275794692,29,185.947391021454,"2977",-10.4509275794692,185.947391021454,"2977"
"CUSCO","PARURO",3,27951,0.000107330685843083,-9.13866470121347,29,96.4796736692876,"2978",-9.13866470121347,96.4796736692876,"2978"
"CUSCO","QUISPICANCHI",3,100658,2.98038904011604e-05,-10.4175219722805,29,182.867342598865,"2979",-10.4175219722805,182.867342598865,"2979"
"CUSCO","URUBAMBA",1,69378,1.44137911153392e-05,-11.1404112491549,29,262.488067689474,"2980",-11.1404112491549,262.488067689474,"2980"
"HUANCAVELICA","ANGARAES",1,52535,1.90349290948891e-05,-10.8639951446127,29,228.605445533035,"2981",-10.8639951446127,228.605445533035,"2981"
"HUANCAVELICA","HUANCAVELICA",2,121156,1.65076430387269e-05,-11.0056475445447,29,245.383863025494,"2982",-11.0056475445447,245.383863025494,"2982"
"HUANCAVELICA","TAYACAJA",1,85745,1.16624876086069e-05,-11.3505951065193,29,291.575084755768,"2983",-11.3505951065193,291.575084755768,"2983"
"HUANUCO","AMBO",1,53311,1.87578548517192e-05,-10.8785810278579,29,230.278745926474,"2984",-10.8785810278579,230.278745926474,"2984"
"HUANUCO","HUANUCO",16,307532,5.20271061222897e-05,-9.86182547343779,29,138.505874060735,"2985",-9.86182547343779,138.505874060735,"2985"
"HUANUCO","LAURICOCHA",1,19746,5.06431682366049e-05,-9.88873356513142,29,140.381930415634,"2986",-9.88873356513142,140.381930415634,"2986"
"HUANUCO","LEONCIO PRADO",2,134705,1.48472588248395e-05,-11.1109826311374,29,258.654014051323,"2987",-11.1109826311374,258.654014051323,"2987"
"HUANUCO","MARAÑON",1,28827,3.46897006278836e-05,-10.2661891739572,29,169.540966346565,"2988",-10.2661891739572,169.540966346565,"2988"
"HUANUCO","PACHITEA",1,53114,1.88274277968144e-05,-10.8748984817001,29,229.855129986951,"2989",-10.8748984817001,229.855129986951,"2989"
"HUANUCO","PUERTO INCA",2,36378,5.49782835779867e-05,-9.8067550469353,29,134.744113396766,"2990",-9.8067550469353,134.744113396766,"2990"
"HUANUCO","YAROWILCA",1,20541,4.86831215617545e-05,-9.92812617456805,29,143.174345549158,"2991",-9.92812617456805,143.174345549158,"2991"
"ICA","CHINCHA",15,262935,5.70483199269782e-05,-9.76986056575875,29,132.281242745456,"2992",-9.76986056575875,132.281242745456,"2992"
"ICA","ICA",34,444688,7.64581009606736e-05,-9.47746061571612,29,114.288997675215,"2993",-9.47746061571612,114.288997675215,"2993"
"ICA","NAZCA",7,78445,8.92344955064058e-05,-9.32312285680608,29,105.801154176257,"2994",-9.32312285680608,105.801154176257,"2994"
"ICA","PALPA",4,15383,0.000260027302866801,-8.25433942036587,29,62.0021901972306,"2995",-8.25433942036587,62.0021901972306,"2995"
"ICA","PISCO",14,173731,8.05843516701107e-05,-9.42496590892442,29,111.328239966948,"2996",-9.42496590892442,111.328239966948,"2996"
"JUNIN","CHANCHAMAYO",7,172048,4.06863200967172e-05,-10.1071638245241,29,156.582325352759,"2997",-10.1071638245241,156.582325352759,"2997"
"JUNIN","CHUPACA",3,57717,5.19777535214928e-05,-9.8627726961423,29,138.571487551464,"2998",-9.8627726961423,138.571487551464,"2998"
"JUNIN","CONCEPCION",1,60639,1.64910371213246e-05,-11.0066479408681,29,245.506634285113,"2999",-11.0066479408681,245.506634285113,"2999"
"JUNIN","HUANCAYO",31,580160,5.34335355763927e-05,-9.83520226723658,29,136.674356103345,"3000",-9.83520226723658,136.674356103345,"3000"
"JUNIN","JAUJA",3,90655,3.30924935193867e-05,-10.3131868064197,29,173.572156963808,"3001",-10.3131868064197,173.572156963808,"3001"
"JUNIN","JUNIN",1,24703,4.04809132494029e-05,-10.112212718906,29,156.978108520812,"3002",-10.112212718906,156.978108520812,"3002"
"JUNIN","SATIPO",5,234377,2.13331512904423e-05,-10.7505717088724,29,216.001608504424,"3003",-10.7505717088724,216.001608504424,"3003"
"JUNIN","TARMA",4,98074,4.07855292942064e-05,-10.1047343645076,29,156.392235580638,"3004",-10.1047343645076,156.392235580638,"3004"
"JUNIN","YAULI",1,43094,2.32050865549729e-05,-10.6668389141378,29,207.145088230427,"3005",-10.6668389141378,207.145088230427,"3005"
"LA LIBERTAD","ASCOPE",7,128750,5.4368932038835e-05,-9.81788007317113,29,135.495717761685,"3006",-9.81788007317113,135.495717761685,"3006"
"LA LIBERTAD","CHEPEN",4,88570,4.51620187422378e-05,-10.0030423155225,29,148.639090726675,"3007",-10.0030423155225,148.639090726675,"3007"
"LA LIBERTAD","GRAN CHIMU",2,30120,6.64010624169987e-05,-9.61829263423462,29,122.626888345337,"3008",-9.61829263423462,122.626888345337,"3008"
"LA LIBERTAD","JULCAN",1,32604,3.06710833026623e-05,-10.3889351627937,29,180.272137002272,"3009",-10.3889351627937,180.272137002272,"3009"
"LA LIBERTAD","OTUZCO",3,89724,3.34358700013374e-05,-10.3028949456646,29,172.681260939009,"3010",-10.3028949456646,172.681260939009,"3010"
"LA LIBERTAD","PACASMAYO",3,114635,2.61700178828456e-05,-10.5470822735345,29,195.105636352269,"3011",-10.5470822735345,195.105636352269,"3011"
"LA LIBERTAD","PATAZ",4,86834,4.60649054517816e-05,-9.98329067079157,29,147.178382191221,"3012",-9.98329067079157,147.178382191221,"3012"
"LA LIBERTAD","SANTIAGO DE CHUCO",1,58612,1.7061352624036e-05,-10.9728506427664,29,241.392761179089,"3013",-10.9728506427664,241.392761179089,"3013"
"LA LIBERTAD","TRUJILLO",29,1101428,2.6329455942649e-05,-10.5410314144011,29,194.516250014413,"3014",-10.5410314144011,194.516250014413,"3014"
"LAMBAYEQUE","CHICLAYO",56,871464,6.42596825571682e-05,-9.65102316815232,29,124.650221142583,"3015",-9.65102316815232,124.650221142583,"3015"
"LAMBAYEQUE","FERREÑAFE",5,107975,4.63070155128502e-05,-9.97805991376345,29,146.793957939297,"3016",-9.97805991376345,146.793957939297,"3016"
"LAMBAYEQUE","LAMBAYEQUE",17,331346,5.13058856904867e-05,-9.87575788446163,29,139.474102969314,"3017",-9.87575788446163,139.474102969314,"3017"
"LIMA","BARRANCA",5,163008,3.06733411857087e-05,-10.3888617887045,29,180.265523471654,"3018",-10.3888617887045,180.265523471654,"3018"
"LIMA","CAÑETE",15,261442,5.73741020953022e-05,-9.76417610996334,29,131.905803102237,"3019",-9.76417610996334,131.905803102237,"3019"
"LIMA","CANTA",1,13407,7.45879018423212e-05,-9.50219243553732,29,115.711059547484,"3020",-9.50219243553732,115.711059547484,"3020"
"LIMA","HUARAL",8,206894,3.86671435614373e-05,-10.1579374855126,29,160.608341980377,"3021",-10.1579374855126,160.608341980377,"3021"
"LIMA","HUAROCHIRI",6,65822,9.11549330011243e-05,-9.30185350667658,29,104.681954988055,"3022",-9.30185350667658,104.681954988055,"3022"
"LIMA","HUAURA",14,254866,5.49308263950468e-05,-9.80761704983206,29,134.802200821784,"3023",-9.80761704983206,134.802200821784,"3023"
"LIMA","LIMA",625,9612705,6.50181192494724e-05,-9.63930771799123,29,123.922188804288,"3024",-9.63930771799123,123.922188804288,"3024"
"LIMA","YAUYOS",1,23339,4.28467372209606e-05,-10.0555498793356,29,152.593105812478,"3025",-10.0555498793356,152.593105812478,"3025"
"LORETO","ALTO AMAZONAS",1,143702,6.95884538837316e-06,-11.861229062557,29,376.385743580723,"3026",-11.861229062557,376.385743580723,"3026"
"LORETO","LORETO",1,71543,1.39776078721888e-05,-11.1709251171094,29,266.523536973171,"3027",-11.1709251171094,266.523536973171,"3027"
"LORETO","MARISCAL RAMON CASTILLA",1,59879,1.67003456971559e-05,-10.9941110945551,29,243.972508113076,"3028",-10.9941110945551,243.972508113076,"3028"
"LORETO","MAYNAS",5,553528,9.03296671532425e-06,-11.6036199747019,29,330.897939301322,"3029",-11.6036199747019,330.897939301322,"3029"
"MADRE DE DIOS","TAMBOPATA",4,137290,2.91354068031175e-05,-10.4401300214987,29,184.946207171381,"3030",-10.4401300214987,184.946207171381,"3030"
"MOQUEGUA","ILO",8,81454,9.82149434036389e-05,-9.22733452401646,29,100.853327863673,"3031",-9.22733452401646,100.853327863673,"3031"
"MOQUEGUA","MARISCAL NIETO",8,93899,8.51979254305158e-05,-9.36936042462388,29,108.275641554149,"3032",-9.36936042462388,108.275641554149,"3032"
"PASCO","OXAPAMPA",4,96269,4.15502394332547e-05,-10.0862034406704,29,154.94988163396,"3033",-10.0862034406704,154.94988163396,"3033"
"PASCO","PASCO",9,129637,6.94246241427987e-05,-9.57382956393151,29,119.930784671232,"3034",-9.57382956393151,119.930784671232,"3034"
"PIURA","AYABACA",4,133814,2.98922384802786e-05,-10.4145719270993,29,182.597807971146,"3035",-10.4145719270993,182.597807971146,"3035"
"PIURA","HUANCABAMBA",2,123803,1.61546973821313e-05,-11.0271286212915,29,248.033622270171,"3036",-11.0271286212915,248.033622270171,"3036"
"PIURA","MORROPON",6,177394,3.38230154345694e-05,-10.291416852567,29,171.693073483572,"3037",-10.291416852567,171.693073483572,"3037"
"PIURA","PAITA",2,144844,1.38079589075143e-05,-11.1830492984165,29,268.144133955584,"3038",-11.1830492984165,268.144133955584,"3038"
"PIURA","PIURA",37,881242,4.19861967541266e-05,-10.0757907391094,29,154.1452545996,"3039",-10.0757907391094,154.1452545996,"3039"
"PIURA","SECHURA",2,85877,2.32891228151892e-05,-10.6632394806285,29,206.772621012784,"3040",-10.6632394806285,206.772621012784,"3040"
"PIURA","SULLANA",15,344989,4.34796471771564e-05,-10.0409203244614,29,151.480993590435,"3041",-10.0409203244614,151.480993590435,"3041"
"PIURA","TALARA",10,155991,6.41062625407876e-05,-9.6534098046615,29,124.799057313709,"3042",-9.6534098046615,124.799057313709,"3042"
"PUNO","AZANGARO",1,116527,8.58170209479348e-06,-11.6542929546457,29,339.38884224642,"3043",-11.6542929546457,339.38884224642,"3043"
"PUNO","CARABAYA",1,78417,1.27523368657306e-05,-11.2619849059018,29,278.938813955314,"3044",-11.2619849059018,278.938813955314,"3044"
"PUNO","CHUCUITO",3,94298,3.18140363528389e-05,-10.3524646338892,29,177.014618037227,"3045",-10.3524646338892,177.014618037227,"3045"
"PUNO","EL COLLAO",2,68311,2.92778615449928e-05,-10.4352691759468,29,184.497255489337,"3046",-10.4352691759468,184.497255489337,"3046"
"PUNO","HUANCANE",1,60157,1.66231693734727e-05,-10.9987154124414,29,244.534818620247,"3047",-10.9987154124414,244.534818620247,"3047"
"PUNO","LAMPA",1,43552,2.29610580455547e-05,-10.6773651618882,29,208.238192538327,"3048",-10.6773651618882,208.238192538327,"3048"
"PUNO","MELGAR",4,70587,5.66676583506878e-05,-9.77654378963857,29,132.724014699651,"3049",-9.77654378963857,132.724014699651,"3049"
"PUNO","MOHO",1,20244,4.93973523019166e-05,-9.91359137867038,29,142.1376123433,"3050",-9.91359137867038,142.1376123433,"3050"
"PUNO","PUNO",6,228999,2.62009877772392e-05,-10.5459040614159,29,194.99073228836,"3051",-10.5459040614159,194.99073228836,"3051"
"PUNO","SAN ROMAN",20,323437,6.1835844383914e-05,-9.68941147666259,29,127.065885872272,"3052",-9.68941147666259,127.065885872272,"3052"
"SAN MARTIN","BELLAVISTA",1,60819,1.64422302241076e-05,-11.0095940392417,29,245.86854412315,"3053",-11.0095940392417,245.86854412315,"3053"
"SAN MARTIN","EL DORADO",1,42592,2.34785875281743e-05,-10.6551715659141,29,205.94018920302,"3054",-10.6551715659141,205.94018920302,"3054"
"SAN MARTIN","HUALLAGA",1,30047,3.32811927979499e-05,-10.307517906458,29,173.080871957137,"3055",-10.307517906458,173.080871957137,"3055"
"SAN MARTIN","LAMAS",1,90319,1.10718674918899e-05,-11.4021117706848,29,299.183137336427,"3056",-11.4021117706848,299.183137336427,"3056"
"SAN MARTIN","MARISCAL CACERES",2,70962,2.81840985316085e-05,-10.4732108005765,29,188.030728753208,"3057",-10.4732108005765,188.030728753208,"3057"
"SAN MARTIN","MOYOBAMBA",6,135453,4.42958074018294e-05,-10.0223655208714,29,150.082142433975,"3058",-10.0223655208714,150.082142433975,"3058"
"SAN MARTIN","PICOTA",2,44511,4.49327132618903e-05,-10.008121370927,29,149.017043522888,"3059",-10.008121370927,149.017043522888,"3059"
"SAN MARTIN","RIOJA",2,131248,1.52383274411801e-05,-11.0851558004872,29,255.33538090324,"3060",-11.0851558004872,255.33538090324,"3060"
"SAN MARTIN","SAN MARTIN",8,214538,3.728943124295e-05,-10.1941224805659,29,163.540593904625,"3061",-10.1941224805659,163.540593904625,"3061"
"SAN MARTIN","TOCACHE",3,79159,3.78984070036256e-05,-10.1779663200738,29,162.2248214763,"3062",-10.1779663200738,162.2248214763,"3062"
"TACNA","TACNA",14,344291,4.06632761239765e-05,-10.1077289768835,29,156.626578040145,"3063",-10.1077289768835,156.626578040145,"3063"
"TACNA","TARATA",1,6932,0.000144258511252164,-8.84321069098764,29,83.2297907380551,"3064",-8.84321069098764,83.2297907380551,"3064"
"TUMBES","TUMBES",11,173472,6.34108098136875e-05,-9.66430043326725,29,125.480481004805,"3065",-9.66430043326725,125.480481004805,"3065"
"TUMBES","ZARUMILLA",1,54514,1.83439116557215e-05,-10.9007762334967,29,232.848520783157,"3066",-10.9007762334967,232.848520783157,"3066"
"UCAYALI","ATALAYA",2,60677,3.29614186594591e-05,-10.3171435548327,29,173.915887543858,"3067",-10.3171435548327,173.915887543858,"3067"
"UCAYALI","CORONEL PORTILLO",11,449826,2.4453899952426e-05,-10.6146398588076,29,201.808641560555,"3068",-10.6146398588076,201.808641560555,"3068"
"UCAYALI","PADRE ABAD",2,75054,2.66474804807205e-05,-10.5290702766948,29,193.356403914913,"3069",-10.5290702766948,193.356403914913,"3069"
"UCAYALI","PURUS",1,3553,0.000281452293836195,-8.17519235912513,29,59.5964601924026,"3070",-8.17519235912513,59.5964601924026,"3070"
"AMAZONAS","BAGUA",4,84445,4.73681094203328e-05,-9.95545245302515,30,145.143981631261,"3071",-9.95545245302515,145.143981631261,"3071"
"AMAZONAS","BONGARA",1,27416,3.64750510650715e-05,-10.2161442148849,30,165.35126791108,"3072",-10.2161442148849,165.35126791108,"3072"
"AMAZONAS","CHACHAPOYAS",1,61379,1.62922172078398e-05,-11.0187038962712,30,246.991012205906,"3073",-11.0187038962712,246.991012205906,"3073"
"AMAZONAS","CONDORCANQUI",1,51796,1.93065101552243e-05,-10.8499019731761,30,227.000219987319,"3074",-10.8499019731761,227.000219987319,"3074"
"AMAZONAS","UTCUBAMBA",2,120694,1.65708320214758e-05,-11.0018499511408,30,244.91837103286,"3075",-11.0018499511408,244.91837103286,"3075"
"ANCASH","AIJA",1,6763,0.0001478633742422,-8.81854578616273,30,82.2096665501193,"3076",-8.81854578616273,82.2096665501193,"3076"
"ANCASH","CARHUAZ",1,49800,2.00803212851406e-05,-10.8108026221972,30,222.605536633301,"3077",-10.8108026221972,222.605536633301,"3077"
"ANCASH","CARLOS FERMIN FITZCARRALD",1,19351,5.16769159216578e-05,-9.86856614660325,30,138.973473015308,"3078",-9.86856614660325,138.973473015308,"3078"
"ANCASH","CASMA",3,55308,5.4241701019744e-05,-9.82021865118505,30,135.654244078432,"3079",-9.82021865118505,135.654244078432,"3079"
"ANCASH","HUARAZ",7,181637,3.85384035191068e-05,-10.1612638662668,30,160.875686490019,"3080",-10.1612638662668,160.875686490019,"3080"
"ANCASH","HUARMEY",2,32734,6.10985519643184e-05,-9.70138702943966,30,127.829010412986,"3081",-9.70138702943966,127.829010412986,"3081"
"ANCASH","HUAYLAS",2,57148,3.49968502834745e-05,-10.2573991670325,30,168.797468247606,"3082",-10.2573991670325,168.797468247606,"3082"
"ANCASH","RECUAY",1,18492,5.40774388924941e-05,-9.82324599277355,30,135.859735429703,"3083",-9.82324599277355,135.859735429703,"3083"
"ANCASH","SANTA",16,468829,3.41275816982311e-05,-10.2824787565235,30,170.927480902402,"3084",-10.2824787565235,170.927480902402,"3084"
"APURIMAC","ABANCAY",3,117485,2.55351747031536e-05,-10.5715451377273,30,197.506712057242,"3085",-10.5715451377273,197.506712057242,"3085"
"APURIMAC","ANDAHUAYLAS",2,151896,1.31669036709327e-05,-11.2302380698584,30,274.546057820947,"3086",-11.2302380698584,274.546057820947,"3086"
"APURIMAC","AYMARAES",2,24868,8.04246421103426e-05,-9.42694730721088,30,111.438587410433,"3087",-9.42694730721088,111.438587410433,"3087"
"APURIMAC","COTABAMBAS",2,54762,3.65216756144772e-05,-10.2148702629521,30,165.245976664969,"3088",-10.2148702629521,165.245976664969,"3088"
"APURIMAC","GRAU",1,22087,4.52755014261783e-05,-10.0005382147256,30,148.453103550862,"3089",-10.0005382147256,148.453103550862,"3089"
"AREQUIPA","AREQUIPA",36,1165606,3.08852219360573e-05,-10.3820001788824,30,179.648127316901,"3090",-10.3820001788824,179.648127316901,"3090"
"AREQUIPA","CAMANA",3,63248,4.74323298760435e-05,-9.95410044947719,30,145.045897198556,"3091",-9.95410044947719,145.045897198556,"3091"
"AREQUIPA","CARAVELI",1,44179,2.26351886642975e-05,-10.6915966723141,30,209.725249032791,"3092",-10.6915966723141,209.725249032791,"3092"
"AREQUIPA","CASTILLA",1,37741,2.64963832436872e-05,-10.5347353197036,30,193.904866486326,"3093",-10.5347353197036,193.904866486326,"3093"
"AREQUIPA","CAYLLOMA",3,96625,3.10478654592497e-05,-10.3767648396614,30,179.178482828669,"3094",-10.3767648396614,179.178482828669,"3094"
"AREQUIPA","ISLAY",4,58026,6.8934615517182e-05,-9.58090250500137,30,120.355667206916,"3095",-9.58090250500137,120.355667206916,"3095"
"AYACUCHO","CANGALLO",1,33223,3.00996297745538e-05,-10.4076808927793,30,181.969746709676,"3096",-10.4076808927793,181.969746709676,"3096"
"AYACUCHO","HUAMANGA",10,305662,3.2715875705845e-05,-10.3245981442498,30,174.565332896462,"3097",-10.3245981442498,174.565332896462,"3097"
"AYACUCHO","HUANTA",4,99310,4.02779176316584e-05,-10.1172275157095,30,157.372209056275,"3098",-10.1172275157095,157.372209056275,"3098"
