dpt_cdc,prov_cdc,n,pob,y1,ylog,x1,sd,y_low,y_upp,id
CALLAO,CALLAO,0,1129854,0,-16.771743399526496,2,1,-18.731743399526497,-14.811743399526495,1
CALLAO,CALLAO,2,1129854,1.7701402128062563e-6,-13.21549085153157,5,0.6969406832996564,-14.581494590798897,-11.849487112264242,1
CALLAO,CALLAO,17,1129854,1.504619180885318e-5,-11.100934608997056,7,0.24211565977070654,-11.57548130214764,-10.626387915846472,1
CALLAO,CALLAO,48,1129854,4.2483365107350155e-5,-10.065174367096416,8,0.14424622064172476,-10.347896959554197,-9.782451774638636,1
CALLAO,CALLAO,78,1129854,6.9035468299444e-5,-9.580136989839213,9,0.11318116212146025,-9.801972067597275,-9.358301912081151,1
CALLAO,CALLAO,150,1129854,1.3276051596046922e-4,-8.926571969530787,10,0.0816282467866874,-9.086563333232695,-8.76658060582888,1
CALLAO,CALLAO,165,1129854,1.4603656755651616e-4,-8.83129739385699,11,0.07783034836098873,-8.983844876644529,-8.678749911069453,1
CALLAO,CALLAO,229,1129854,2.0268105436631635e-4,-8.503620375919487,12,0.06606668433966797,-8.633111077225237,-8.374129674613737,1
CALLAO,CALLAO,301,1129854,2.664061020273416e-4,-8.230293487975013,13,0.057625736765737845,-8.343239932035859,-8.117347043914167,1
CALLAO,CALLAO,355,1129854,3.141998877731105e-4,-8.065315657151825,14,0.0530617573127861,-8.169316701484885,-7.9613146128187635,1
CALLAO,CALLAO,326,1129854,2.885328546874198e-4,-8.150521341332876,15,0.0553718945808701,-8.259050254711381,-8.041992427954371,1
CALLAO,CALLAO,356,1129854,3.1508495787951364e-4,-8.062503180714852,16,0.05298716882603225,-8.166358031613875,-7.958648329815829,1
CALLAO,CALLAO,291,1129854,2.575554009633103e-4,-8.264073777429811,17,0.05860756934759575,-8.378944613351099,-8.149202941508523,1
CALLAO,CALLAO,255,1129854,2.2569287713279768e-4,-8.39610499436973,18,0.06260814625937218,-8.5188169610381,-8.273393027701362,1
CALLAO,CALLAO,187,1129854,1.6550810989738498e-4,-8.706176139738382,19,0.07310970143618567,-8.849471154553306,-8.562881124923457,1
CALLAO,CALLAO,178,1129854,1.5754247893975682e-4,-8.755485321283173,20,0.0749348932678914,-8.90235771208824,-8.608612930478106,1
CALLAO,CALLAO,190,1129854,1.6816332021659435e-4,-8.690265645068665,21,0.07253030665736478,-8.8324250461171,-8.54810624402023,1
CALLAO,CALLAO,191,1129854,1.690483903229975e-4,-8.685017908104019,22,0.07234021410918455,-8.82680472775802,-8.543231088450018,1
CALLAO,CALLAO,203,1129854,1.7966923159983502e-4,-8.624103540249546,23,0.07016977698207225,-8.761636303134408,-8.486570777364685,1
CALLAO,CALLAO,166,1129854,1.469216376629193e-4,-8.82525722426865,24,0.07759561435039639,-8.977344628395427,-8.673169820141874,1
CALLAO,CALLAO,211,1129854,1.8674979245106004e-4,-8.585462359055398,25,0.0688268244684096,-8.720362935013481,-8.450561783097315,1
CALLAO,CALLAO,161,1129854,1.4249628713090365e-4,-8.855829656908043,26,0.07879104425386131,-9.01026010364561,-8.701399210170475,1
CALLAO,CALLAO,155,1129854,1.3718586649248487e-4,-8.893794780286433,27,0.08030119929929669,-9.051185130913055,-8.73640442965981,1
CALLAO,CALLAO,135,1129854,1.194844643644223e-4,-9.031888970750515,28,0.08604242625425466,-9.200532126208854,-8.863245815292176,1
CALLAO,CALLAO,101,1129854,8.939208074671594e-5,-9.321896762014967,29,0.09947033375989965,-9.51685861618437,-9.126934907845564,1
CALLAO,CALLAO,119,1129854,1.0532334266197225e-4,-9.157981752254196,30,0.09164239345440368,-9.337600843424827,-8.978362661083565,1
CALLAO,CALLAO,93,1129854,8.231151989549092e-5,-9.404367762800128,31,0.10365815225175945,-9.607537741213577,-9.201197784386679,1
CALLAO,CALLAO,70,1129854,6.195490744821897e-5,-9.688264534899027,32,0.11946901542546658,-9.922423805132942,-9.454105264665111,1
CALLAO,CALLAO,60,1129854,5.310420638418769e-5,-9.842275416194983,33,0.1290328365490754,-10.095179775831172,-9.589371056558795,1
CALLAO,CALLAO,68,1129854,6.018476723541272e-5,-9.717227400023058,34,0.12121179292886843,-9.95480251416364,-9.479652285882475,1
CALLAO,CALLAO,49,1129854,4.336843521375328e-5,-10.044580036378614,35,0.14276845142125774,-10.32440620116428,-9.764753871592948,1
CALLAO,CALLAO,33,1129854,2.920731351130323e-5,-10.439312128914125,36,0.17392031319327242,-10.780195942772938,-10.098428315055312,1
CALLAO,CALLAO,40,1129854,3.540280425612513e-5,-10.247251383292324,37,0.15799505791267307,-10.556921696801163,-9.937581069783485,1
CALLAO,CALLAO,36,1129854,3.186252383051262e-5,-10.352448905100749,38,0.16652813674587577,-10.678844053122665,-10.026053757078833,1
CALLAO,CALLAO,38,1129854,3.363266404331887e-5,-10.298467466755316,39,0.1620933948180645,-10.616170520598722,-9.98076441291191,1
CALLAO,CALLAO,27,1129854,2.389689287288446e-5,-10.639587856514046,40,0.19223868350909104,-11.016375676191865,-10.262800036836227,1
CALLAO,CALLAO,28,1129854,2.4781962979287588e-5,-10.603297783005262,41,0.1887818780011718,-10.973310263887559,-10.233285302122965,1
CALLAO,CALLAO,31,1129854,2.7437173298496974e-5,-10.501717801734817,42,0.17943283249384978,-10.853406153422762,-10.15002945004687,1
CALLAO,CALLAO,32,1129854,2.83222434049001e-5,-10.470028235798114,43,0.17661208550126967,-10.816187923380603,-10.123868548215626,1
CALLAO,CALLAO,48,1129854,4.2483365107350155e-5,-10.065174367096416,44,0.14424622064172476,-10.347896959554197,-9.782451774638636,1
CALLAO,CALLAO,38,1129854,3.363266404331887e-5,-10.298467466755316,45,0.1620933948180645,-10.616170520598722,-9.98076441291191,1
CALLAO,CALLAO,47,1129854,4.159829500094703e-5,-10.08620175849436,46,0.14577084636557608,-10.371912617370889,-9.80049089961783,1
CALLAO,CALLAO,77,1129854,6.815039819304087e-5,-9.593030617077247,47,0.11391322743941708,-9.816300542858505,-9.369760691295989,1
CALLAO,CALLAO,88,1129854,7.788616936347528e-5,-9.459594560110231,48,0.10656062787830195,-9.668453390751703,-9.25073572946876,1
CALLAO,CALLAO,155,1129854,1.3718586649248487e-4,-8.893794780286433,49,0.08030119929929669,-9.051185130913055,-8.73640442965981,1
CALLAO,CALLAO,204,1129854,1.8055430170623815e-4,-8.61919094416195,50,0.06999759962211531,-8.756386239421296,-8.481995648902604,1
CALLAO,CALLAO,255,1129854,2.2569287713279768e-4,-8.39610499436973,51,0.06260814625937218,-8.5188169610381,-8.273393027701362,1
CALLAO,CALLAO,267,1129854,2.3631371840963523e-4,-8.35013023680957,52,0.06118503975269332,-8.470052914724848,-8.230207558894291,1
CALLAO,CALLAO,302,1129854,2.672911721337447e-4,-8.226977381730094,53,0.05753024393386053,-8.339736659840462,-8.114218103619727,1
CALLAO,CALLAO,247,1129854,2.1861231628157266e-4,-8.427972740167736,54,0.0636139518847191,-8.552656085861784,-8.303289394473687,1
CALLAO,CALLAO,249,1129854,2.2038245649437892e-4,-8.41991009096503,55,0.0633579635265543,-8.544091699477077,-8.295728482452985,1
CALLAO,CALLAO,271,1129854,2.3985399883524774e-4,-8.335263322444247,56,0.06073180209817858,-8.454297654556676,-8.216228990331818,1
CALLAO,CALLAO,248,1129854,2.194973863879758e-4,-8.423933289799372,57,0.06348557074584271,-8.548365008461223,-8.29950157113752,1
CALLAO,CALLAO,272,1129854,2.4073906894165088e-4,-8.331580874131099,58,0.06062005728461132,-8.450396186408938,-8.21276556185326,1
CALLAO,CALLAO,253,1129854,2.2392273691999143e-4,-8.403977229357837,59,0.06285512055442834,-8.527173265644517,-8.280781193071157,1
CALLAO,CALLAO,263,1129854,2.3277343798402272e-4,-8.365221516127013,60,0.061648575393120256,-8.48605272389753,-8.244390308356497,1
CALLAO,CALLAO,244,1129854,2.1595710596236328e-4,-8.440189926830037,61,0.06400381793211442,-8.565637409976981,-8.314742443683093,1
CALLAO,CALLAO,207,1129854,1.8320951202544753e-4,-8.604596318652629,62,0.06948857216341367,-8.74079392009292,-8.468398717212338,1
CALLAO,CALLAO,206,1129854,1.8232444191904442e-4,-8.609437565330351,63,0.06965701239991262,-8.74596530963418,-8.472909821026523,1
CALLAO,CALLAO,158,1129854,1.3984107681169424e-4,-8.874632060592324,64,0.0795353731861538,-9.030521392037185,-8.718742729147463,1
CALLAO,CALLAO,146,1129854,1.2922023553485671e-4,-8.953589912155346,65,0.0827385888252977,-9.11575754625293,-8.791422278057762,1
CALLAO,CALLAO,103,1129854,9.116222095952221e-5,-9.302299582550352,66,0.0985003372134365,-9.495360243488689,-9.109238921612016,1
CALLAO,CALLAO,100,1129854,8.850701064031282e-5,-9.33184127757714,67,0.09996620180374316,-9.527775033112476,-9.135907522041805,1
CALLAO,CALLAO,73,1129854,6.461011776742836e-5,-9.646334809674544,68,0.11699028092232003,-9.875635760282291,-9.417033859066796,1
CALLAO,CALLAO,63,1129854,5.5759416703397075e-5,-9.793531849364504,69,0.125925921288012,-10.040346655089007,-9.546717043640001,1
CALLAO,CALLAO,43,1129854,3.805801457533451e-5,-10.175033080267616,70,0.15239156201098153,-10.47372054180914,-9.876345618726091,1
CALLAO,CALLAO,36,1129854,3.186252383051262e-5,-10.352448905100749,71,0.16652813674587577,-10.678844053122665,-10.026053757078833,1
CALLAO,CALLAO,25,1129854,2.2126752660078205e-5,-10.716375161199242,72,0.19976312321270337,-11.10791088269614,-10.324839439702343,1
CALLAO,CALLAO,34,1129854,3.009238361770636e-5,-10.409511452614476,73,0.17134797724950765,-10.745353488023511,-10.07366941720544,1
CALLAO,CALLAO,22,1129854,1.947154234086882e-5,-10.843888778605693,74,0.21291444471417825,-11.261201090245482,-10.426576466965905,1
CALLAO,CALLAO,16,1129854,1.416112170245005e-5,-11.161343936628278,75,0.24954035641678807,-11.650443035205182,-10.672244838051373,1
CALLAO,CALLAO,13,1129854,1.1505911383240666e-5,-11.368139133081097,76,0.27672371153101444,-11.910517607681886,-10.82576065848031,1
CALLAO,CALLAO,13,1129854,1.1505911383240666e-5,-11.368139133081097,77,0.27672371153101444,-11.910517607681886,-10.82576065848031,1
CALLAO,CALLAO,14,1129854,1.2390981489643794e-5,-11.294352664838728,78,0.26670039185625855,-11.817085432876995,-10.77161989680046,1
CALLAO,CALLAO,18,1129854,1.593126191525631e-5,-11.043967606686387,79,0.23531654346318284,-11.505188031874225,-10.582747181498549,1
CALLAO,CALLAO,7,1129854,6.195490744821897e-6,-11.98332833546671,80,0.376386610124829,-12.721046091311376,-11.245610579622046,1
CALLAO,CALLAO,4,1129854,3.5402804256125127e-6,-12.536719305935925,81,0.496366043960561,-13.509596752098625,-11.563841859773225,1
CALLAO,CALLAO,9,1129854,7.965630957628155e-6,-11.733865763600697,82,0.33224899160607874,-12.385073787148611,-11.082657740052783,1
CALLAO,CALLAO,9,1129854,7.965630957628155e-6,-11.733865763600697,83,0.33224899160607874,-12.385073787148611,-11.082657740052783,1
CALLAO,CALLAO,12,1129854,1.0620841276837539e-5,-11.447806883452984,84,0.28796930507396923,-12.012226721397964,-10.883387045508004,1
CALLAO,CALLAO,1,1129854,8.850701064031282e-7,-13.880492268706298,85,0.9718499842833271,-15.78531823790162,-11.975666299510976,1
CUSCO,ACOMAYO,0,25126,0,-16.771743399526496,0,1,-18.731743399526497,-14.811743399526495,1
CUSCO,ACOMAYO,0,25126,0,-16.771743399526496,1,1,-18.731743399526497,-14.811743399526495,1
CUSCO,ACOMAYO,0,25126,0,-16.771743399526496,2,1,-18.731743399526497,-14.811743399526495,1
CUSCO,ACOMAYO,1,25126,3.9799410968717664e-5,-10.13035238262459,12,0.9993272688055033,-12.089033829483377,-8.171670935765803,1
CUSCO,ACOMAYO,1,25126,3.9799410968717664e-5,-10.13035238262459,20,0.9993272688055033,-12.089033829483377,-8.171670935765803,1
CUSCO,ACOMAYO,1,25126,3.9799410968717664e-5,-10.13035238262459,24,0.9993272688055033,-12.089033829483377,-8.171670935765803,1
CUSCO,ACOMAYO,3,25126,1.1939823290615299e-4,-9.032610613022122,27,0.5771900763551023,-10.163903162678123,-7.901318063366121,1
CUSCO,ACOMAYO,1,25126,3.9799410968717664e-5,-10.13035238262459,28,0.9993272688055033,-12.089033829483377,-8.171670935765803,1
CUSCO,ACOMAYO,2,25126,7.959882193743533e-5,-9.437858020309497,29,0.7068477098360736,-10.8232795315882,-8.052436509030793,1
CUSCO,ACOMAYO,2,25126,7.959882193743533e-5,-9.437858020309497,30,0.7068477098360736,-10.8232795315882,-8.052436509030793,1
CUSCO,ACOMAYO,3,25126,1.1939823290615299e-4,-9.032610613022122,32,0.5771900763551023,-10.163903162678123,-7.901318063366121,1
CUSCO,ACOMAYO,2,25126,7.959882193743533e-5,-9.437858020309497,33,0.7068477098360736,-10.8232795315882,-8.052436509030793,1
CUSCO,ACOMAYO,1,25126,3.9799410968717664e-5,-10.13035238262459,35,0.9993272688055033,-12.089033829483377,-8.171670935765803,1
CUSCO,ACOMAYO,1,25126,3.9799410968717664e-5,-10.13035238262459,37,0.9993272688055033,-12.089033829483377,-8.171670935765803,1
CUSCO,ACOMAYO,1,25126,3.9799410968717664e-5,-10.13035238262459,38,0.9993272688055033,-12.089033829483377,-8.171670935765803,1
CUSCO,ACOMAYO,1,25126,3.9799410968717664e-5,-10.13035238262459,39,0.9993272688055033,-12.089033829483377,-8.171670935765803,1
CUSCO,ACOMAYO,1,25126,3.9799410968717664e-5,-10.13035238262459,41,0.9993272688055033,-12.089033829483377,-8.171670935765803,1
CUSCO,ACOMAYO,1,25126,3.9799410968717664e-5,-10.13035238262459,46,0.9993272688055033,-12.089033829483377,-8.171670935765803,1
CUSCO,ACOMAYO,1,25126,3.9799410968717664e-5,-10.13035238262459,48,0.9993272688055033,-12.089033829483377,-8.171670935765803,1
CUSCO,ACOMAYO,1,25126,3.9799410968717664e-5,-10.13035238262459,50,0.9993272688055033,-12.089033829483377,-8.171670935765803,1
CUSCO,ACOMAYO,1,25126,3.9799410968717664e-5,-10.13035238262459,51,0.9993272688055033,-12.089033829483377,-8.171670935765803,1
CUSCO,ACOMAYO,1,25126,3.9799410968717664e-5,-10.13035238262459,53,0.9993272688055033,-12.089033829483377,-8.171670935765803,1
CUSCO,ACOMAYO,3,25126,1.1939823290615299e-4,-9.032610613022122,54,0.5771900763551023,-10.163903162678123,-7.901318063366121,1
CUSCO,ACOMAYO,1,25126,3.9799410968717664e-5,-10.13035238262459,55,0.9993272688055033,-12.089033829483377,-8.171670935765803,1
CUSCO,ACOMAYO,2,25126,7.959882193743533e-5,-9.437858020309497,56,0.7068477098360736,-10.8232795315882,-8.052436509030793,1
CUSCO,ACOMAYO,2,25126,7.959882193743533e-5,-9.437858020309497,57,0.7068477098360736,-10.8232795315882,-8.052436509030793,1
CUSCO,ACOMAYO,3,25126,1.1939823290615299e-4,-9.032610613022122,63,0.5771900763551023,-10.163903162678123,-7.901318063366121,1
CUSCO,ACOMAYO,2,25126,7.959882193743533e-5,-9.437858020309497,66,0.7068477098360736,-10.8232795315882,-8.052436509030793,1
CUSCO,ACOMAYO,1,25126,3.9799410968717664e-5,-10.13035238262459,67,0.9993272688055033,-12.089033829483377,-8.171670935765803,1
CUSCO,ACOMAYO,1,25126,3.9799410968717664e-5,-10.13035238262459,68,0.9993272688055033,-12.089033829483377,-8.171670935765803,1
CUSCO,ACOMAYO,4,25126,1.5919764387487066e-4,-8.745037408755934,69,0.4998785302501697,-9.724799328046267,-7.765275489465601,1
CUSCO,ACOMAYO,1,25126,3.9799410968717664e-5,-10.13035238262459,70,0.9993272688055033,-12.089033829483377,-8.171670935765803,1
CUSCO,ACOMAYO,2,25126,7.959882193743533e-5,-9.437858020309497,71,0.7068477098360736,-10.8232795315882,-8.052436509030793,1
CUSCO,ACOMAYO,2,25126,7.959882193743533e-5,-9.437858020309497,73,0.7068477098360736,-10.8232795315882,-8.052436509030793,1
CUSCO,ACOMAYO,2,25126,7.959882193743533e-5,-9.437858020309497,74,0.7068477098360736,-10.8232795315882,-8.052436509030793,1
CUSCO,ACOMAYO,1,25126,3.9799410968717664e-5,-10.13035238262459,82,0.9993272688055033,-12.089033829483377,-8.171670935765803,1
CUSCO,ANTA,0,62937,0,-16.771743399526496,0,1,-18.731743399526497,-14.811743399526495,1
CUSCO,ANTA,0,62937,0,-16.771743399526496,1,1,-18.731743399526497,-14.811743399526495,1
CUSCO,ANTA,0,62937,0,-16.771743399526496,2,1,-18.731743399526497,-14.811743399526495,1
CUSCO,ANTA,1,62937,1.5888904777793666e-5,-11.046621215424876,8,0.9983592322029061,-13.003405310542572,-9.08983712030718,1
CUSCO,ANTA,1,62937,1.5888904777793666e-5,-11.046621215424876,13,0.9983592322029061,-13.003405310542572,-9.08983712030718,1
CUSCO,ANTA,3,62937,4.7666714333381e-5,-9.950186599212147,23,0.5770217530944526,-11.081149235277273,-8.81922396314702,1
CUSCO,ANTA,5,62937,7.944452388896833e-5,-9.439797079586977,25,0.4470494953814456,-10.31601409053461,-8.563580068639345,1
CUSCO,ANTA,8,62937,1.2711123822234933e-4,-8.970038842524474,26,0.3534585993444844,-9.662817697239664,-8.277259987809284,1
CUSCO,ANTA,7,62937,1.1122233344455567e-4,-9.10351180297658,27,0.3778550995788573,-9.844107798151141,-8.36291580780202,1
CUSCO,ANTA,5,62937,7.944452388896833e-5,-9.439797079586977,28,0.4470494953814456,-10.31601409053461,-8.563580068639345,1
CUSCO,ANTA,5,62937,7.944452388896833e-5,-9.439797079586977,29,0.4470494953814456,-10.31601409053461,-8.563580068639345,1
CUSCO,ANTA,2,62937,3.177780955558733e-5,-10.355106844458504,30,0.7065175436029385,-11.739881229920263,-8.970332458996745,1
CUSCO,ANTA,4,62937,6.355561911117466e-5,-9.662777069560052,31,0.4997796275740799,-10.642345139605249,-8.683208999514855,1
CUSCO,ANTA,4,62937,6.355561911117466e-5,-9.662777069560052,32,0.4997796275740799,-10.642345139605249,-8.683208999514855,1
CUSCO,ANTA,2,62937,3.177780955558733e-5,-10.355106844458504,33,0.7065175436029385,-11.739881229920263,-8.970332458996745,1
CUSCO,ANTA,2,62937,3.177780955558733e-5,-10.355106844458504,34,0.7065175436029385,-11.739881229920263,-8.970332458996745,1
CUSCO,ANTA,2,62937,3.177780955558733e-5,-10.355106844458504,35,0.7065175436029385,-11.739881229920263,-8.970332458996745,1
CUSCO,ANTA,2,62937,3.177780955558733e-5,-10.355106844458504,36,0.7065175436029385,-11.739881229920263,-8.970332458996745,1
CUSCO,ANTA,2,62937,3.177780955558733e-5,-10.355106844458504,37,0.7065175436029385,-11.739881229920263,-8.970332458996745,1
CUSCO,ANTA,1,62937,1.5888904777793666e-5,-11.046621215424876,39,0.9983592322029061,-13.003405310542572,-9.08983712030718,1
CUSCO,ANTA,1,62937,1.5888904777793666e-5,-11.046621215424876,40,0.9983592322029061,-13.003405310542572,-9.08983712030718,1
CUSCO,ANTA,1,62937,1.5888904777793666e-5,-11.046621215424876,42,0.9983592322029061,-13.003405310542572,-9.08983712030718,1
CUSCO,ANTA,1,62937,1.5888904777793666e-5,-11.046621215424876,43,0.9983592322029061,-13.003405310542572,-9.08983712030718,1
CUSCO,ANTA,1,62937,1.5888904777793666e-5,-11.046621215424876,44,0.9983592322029061,-13.003405310542572,-9.08983712030718,1
CUSCO,ANTA,2,62937,3.177780955558733e-5,-10.355106844458504,45,0.7065175436029385,-11.739881229920263,-8.970332458996745,1
CUSCO,ANTA,1,62937,1.5888904777793666e-5,-11.046621215424876,47,0.9983592322029061,-13.003405310542572,-9.08983712030718,1
CUSCO,ANTA,1,62937,1.5888904777793666e-5,-11.046621215424876,49,0.9983592322029061,-13.003405310542572,-9.08983712030718,1
CUSCO,ANTA,2,62937,3.177780955558733e-5,-10.355106844458504,50,0.7065175436029385,-11.739881229920263,-8.970332458996745,1
CUSCO,ANTA,4,62937,6.355561911117466e-5,-9.662777069560052,51,0.4997796275740799,-10.642345139605249,-8.683208999514855,1
CUSCO,ANTA,6,62937,9.5333428666762e-5,-9.2575845785514,52,0.40811749902151745,-10.057494876633575,-8.457674280469226,1
CUSCO,ANTA,4,62937,6.355561911117466e-5,-9.662777069560052,53,0.4997796275740799,-10.642345139605249,-8.683208999514855,1
CUSCO,ANTA,10,62937,1.5888904777793667e-4,-8.746977101988126,54,0.3161508903125849,-9.366632847000792,-8.12732135697546,1
CUSCO,ANTA,5,62937,7.944452388896833e-5,-9.439797079586977,55,0.4470494953814456,-10.31601409053461,-8.563580068639345,1
CUSCO,ANTA,7,62937,1.1122233344455567e-4,-9.10351180297658,56,0.3778550995788573,-9.844107798151141,-8.36291580780202,1
CUSCO,ANTA,11,62937,1.7477795255573032e-4,-8.651696673217069,57,0.3014401353637227,-9.242519338529966,-8.060874007904172,1
CUSCO,ANTA,11,62937,1.7477795255573032e-4,-8.651696673217069,58,0.3014401353637227,-9.242519338529966,-8.060874007904172,1
CUSCO,ANTA,10,62937,1.5888904777793667e-4,-8.746977101988126,59,0.3161508903125849,-9.366632847000792,-8.12732135697546,1
CUSCO,ANTA,10,62937,1.5888904777793667e-4,-8.746977101988126,60,0.3161508903125849,-9.366632847000792,-8.12732135697546,1
CUSCO,ANTA,12,62937,1.90666857333524e-4,-8.564710089431317,61,0.2886082414680139,-9.130382242708624,-7.99903793615401,1
CUSCO,ANTA,8,62937,1.2711123822234933e-4,-8.970038842524474,62,0.3534585993444844,-9.662817697239664,-8.277259987809284,1
CUSCO,ANTA,12,62937,1.90666857333524e-4,-8.564710089431317,63,0.2886082414680139,-9.130382242708624,-7.99903793615401,1
CUSCO,ANTA,10,62937,1.5888904777793667e-4,-8.746977101988126,64,0.3161508903125849,-9.366632847000792,-8.12732135697546,1
CUSCO,ANTA,9,62937,1.43000143000143e-4,-8.852301256473936,65,0.3332488884281596,-9.505469077793128,-8.199133435154744,1
CUSCO,ANTA,5,62937,7.944452388896833e-5,-9.439797079586977,66,0.4470494953814456,-10.31601409053461,-8.563580068639345,1
CUSCO,ANTA,3,62937,4.7666714333381e-5,-9.950186599212147,67,0.5770217530944526,-11.081149235277273,-8.81922396314702,1
CUSCO,ANTA,2,62937,3.177780955558733e-5,-10.355106844458504,68,0.7065175436029385,-11.739881229920263,-8.970332458996745,1
CUSCO,ANTA,5,62937,7.944452388896833e-5,-9.439797079586977,69,0.4470494953814456,-10.31601409053461,-8.563580068639345,1
CUSCO,ANTA,3,62937,4.7666714333381e-5,-9.950186599212147,71,0.5770217530944526,-11.081149235277273,-8.81922396314702,1
CUSCO,ANTA,4,62937,6.355561911117466e-5,-9.662777069560052,72,0.4997796275740799,-10.642345139605249,-8.683208999514855,1
CUSCO,ANTA,4,62937,6.355561911117466e-5,-9.662777069560052,73,0.4997796275740799,-10.642345139605249,-8.683208999514855,1
CUSCO,ANTA,1,62937,1.5888904777793666e-5,-11.046621215424876,74,0.9983592322029061,-13.003405310542572,-9.08983712030718,1
CUSCO,ANTA,1,62937,1.5888904777793666e-5,-11.046621215424876,75,0.9983592322029061,-13.003405310542572,-9.08983712030718,1
CUSCO,ANTA,1,62937,1.5888904777793666e-5,-11.046621215424876,79,0.9983592322029061,-13.003405310542572,-9.08983712030718,1
CUSCO,ANTA,2,62937,3.177780955558733e-5,-10.355106844458504,82,0.7065175436029385,-11.739881229920263,-8.970332458996745,1
CUSCO,ANTA,1,62937,1.5888904777793666e-5,-11.046621215424876,83,0.9983592322029061,-13.003405310542572,-9.08983712030718,1
CUSCO,CALCA,0,72394,0,-16.771743399526496,0,1,-18.731743399526497,-14.811743399526495,1
CUSCO,CALCA,0,72394,0,-16.771743399526496,1,1,-18.731743399526497,-14.811743399526495,1
CUSCO,CALCA,0,72394,0,-16.771743399526496,2,1,-18.731743399526497,-14.811743399526495,1
CUSCO,CALCA,1,72394,1.3813299444705363e-5,-11.186120236519988,19,0.9981156122414266,-13.142426836513184,-9.229813636526792,1
CUSCO,CALCA,1,72394,1.3813299444705363e-5,-11.186120236519988,21,0.9981156122414266,-13.142426836513184,-9.229813636526792,1
CUSCO,CALCA,1,72394,1.3813299444705363e-5,-11.186120236519988,23,0.9981156122414266,-13.142426836513184,-9.229813636526792,1
CUSCO,CALCA,2,72394,2.7626598889410726e-5,-10.494850522948973,24,0.7064322836859672,-11.879457798973469,-9.110243246924476,1
CUSCO,CALCA,4,72394,5.525319777882145e-5,-9.802643399370952,26,0.4997509999560387,-10.782155359284788,-8.823131439457116,1
CUSCO,CALCA,2,72394,2.7626598889410726e-5,-10.494850522948973,27,0.7064322836859672,-11.879457798973469,-9.110243246924476,1
CUSCO,CALCA,2,72394,2.7626598889410726e-5,-10.494850522948973,28,0.7064322836859672,-11.879457798973469,-9.110243246924476,1
CUSCO,CALCA,4,72394,5.525319777882145e-5,-9.802643399370952,29,0.4997509999560387,-10.782155359284788,-8.823131439457116,1
CUSCO,CALCA,1,72394,1.3813299444705363e-5,-11.186120236519988,30,0.9981156122414266,-13.142426836513184,-9.229813636526792,1
CUSCO,CALCA,3,72394,4.143989833411609e-5,-10.09001202129549,31,0.5769763006324811,-11.220885570535152,-8.959138472055827,1
CUSCO,CALCA,1,72394,1.3813299444705363e-5,-11.186120236519988,32,0.9981156122414266,-13.142426836513184,-9.229813636526792,1
CUSCO,CALCA,3,72394,4.143989833411609e-5,-10.09001202129549,33,0.5769763006324811,-11.220885570535152,-8.959138472055827,1
CUSCO,CALCA,1,72394,1.3813299444705363e-5,-11.186120236519988,34,0.9981156122414266,-13.142426836513184,-9.229813636526792,1
CUSCO,CALCA,1,72394,1.3813299444705363e-5,-11.186120236519988,36,0.9981156122414266,-13.142426836513184,-9.229813636526792,1
CUSCO,CALCA,1,72394,1.3813299444705363e-5,-11.186120236519988,38,0.9981156122414266,-13.142426836513184,-9.229813636526792,1
CUSCO,CALCA,2,72394,2.7626598889410726e-5,-10.494850522948973,42,0.7064322836859672,-11.879457798973469,-9.110243246924476,1
CUSCO,CALCA,1,72394,1.3813299444705363e-5,-11.186120236519988,45,0.9981156122414266,-13.142426836513184,-9.229813636526792,1
CUSCO,CALCA,3,72394,4.143989833411609e-5,-10.09001202129549,47,0.5769763006324811,-11.220885570535152,-8.959138472055827,1
CUSCO,CALCA,1,72394,1.3813299444705363e-5,-11.186120236519988,48,0.9981156122414266,-13.142426836513184,-9.229813636526792,1
CUSCO,CALCA,2,72394,2.7626598889410726e-5,-10.494850522948973,49,0.7064322836859672,-11.879457798973469,-9.110243246924476,1
CUSCO,CALCA,3,72394,4.143989833411609e-5,-10.09001202129549,50,0.5769763006324811,-11.220885570535152,-8.959138472055827,1
CUSCO,CALCA,1,72394,1.3813299444705363e-5,-11.186120236519988,51,0.9981156122414266,-13.142426836513184,-9.229813636526792,1
CUSCO,CALCA,4,72394,5.525319777882145e-5,-9.802643399370952,52,0.4997509999560387,-10.782155359284788,-8.823131439457116,1
CUSCO,CALCA,1,72394,1.3813299444705363e-5,-11.186120236519988,53,0.9981156122414266,-13.142426836513184,-9.229813636526792,1
CUSCO,CALCA,2,72394,2.7626598889410726e-5,-10.494850522948973,54,0.7064322836859672,-11.879457798973469,-9.110243246924476,1
CUSCO,CALCA,3,72394,4.143989833411609e-5,-10.09001202129549,55,0.5769763006324811,-11.220885570535152,-8.959138472055827,1
CUSCO,CALCA,2,72394,2.7626598889410726e-5,-10.494850522948973,56,0.7064322836859672,-11.879457798973469,-9.110243246924476,1
CUSCO,CALCA,1,72394,1.3813299444705363e-5,-11.186120236519988,57,0.9981156122414266,-13.142426836513184,-9.229813636526792,1
CUSCO,CALCA,4,72394,5.525319777882145e-5,-9.802643399370952,58,0.4997509999560387,-10.782155359284788,-8.823131439457116,1
CUSCO,CALCA,7,72394,9.669309611293753e-5,-9.243430763679324,59,0.37784457541802213,-9.984006131498647,-8.502855395860001,1
